	Desc	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot	GeneID	name	source	TranscriptID	Class
ORTHOMCL3667	null	1	1	1	1	1	1	1	1	2	1	1	LOC408624	XP_006559909.2	Amel	XM_006559846.3	Background
ORTHOMCL3668	null	1	1	1	1	0	1	1	1	1	1	3	LOC725793	XP_001121600.2	Amel	XM_001121600.4	Background
ORTHOMCL3669	null	1	1	1	1	1	1	1	2	1	1	1	LOC408539	XP_392085.2	Amel	XM_392085.7	Background
ORTHOMCL3670	null	1	1	1	1	1	1	1	1	2	1	1	LOC726961	XP_001122678.3	Amel	XM_001122678.5	Background
ORTHOMCL3671	null	1	1	1	2	1	1	1	1	0	1	2	LOC408407	XP_003249313.1	Amel	XM_003249265.4	Background
ORTHOMCL3672	null	1	1	1	0	2	1	2	1	1	1	1	LOC409060	XP_026296851.1	Amel	XM_026441066.1	Background
ORTHOMCL3673	null	1	1	1	1	1	1	1	1	1	1	2	LOC411476	XP_026298483.1	Amel	XM_026442698.1	Background
ORTHOMCL3674	null	1	1	1	1	1	1	1	1	1	1	2	Rep	NP_001265259.1	Amel	NM_001278330.1	Background
ORTHOMCL3675	null	1	1	1	1	1	1	2	1	1	1	1	LOC113218737	XP_026296070.1	Amel	XM_026440285.1	Background
ORTHOMCL3676	null	2	1	1	1	1	1	1	1	1	1	1	LOC411841	XP_395308.3	Amel	XM_395308.6	Background
ORTHOMCL3678	null	1	1	1	1	2	1	1	1	1	1	1	LOC409107	XP_392632.5	Amel	XM_392632.7	Background
ORTHOMCL3679	null	1	1	1	2	1	1	1	1	1	1	1	LOC408982	XP_006567441.1	Amel	XM_006567378.3	Background
ORTHOMCL3681	null	1	1	2	1	1	1	1	1	1	1	1	LOC100577228	XP_026295420.1	Amel	XM_026439635.1	Background
ORTHOMCL3682	null	1	1	1	1	2	1	1	1	1	1	1	LOC100577955	XP_016767849.2	Amel	XM_016912360.2	Background
ORTHOMCL3683	null	1	1	1	1	1	2	1	1	1	1	1	LOC551097	XP_006572022.1	Amel	XM_006571959.3	Background
ORTHOMCL3684	null	1	1	1	1	1	1	2	1	1	1	1	LOC551677	XP_006560863.1	Amel	XM_006560800.3	Background
ORTHOMCL3685	null	1	1	1	2	1	1	1	1	1	1	1	LOC726605	XP_026302267.1	Amel	XM_026446482.1	Background
ORTHOMCL3686	null	2	1	1	1	1	1	1	1	1	1	1	LOC102656337	XP_006566060.1	Amel	XM_006565997.3	Background
ORTHOMCL3687	null	1	1	1	1	1	1	1	1	1	1	2	LOC551784	XP_624172.1	Amel	XM_624169.6	Background
ORTHOMCL3688	null	1	1	1	1	1	1	1	1	2	1	1	LOC552428	XP_624805.1	Amel	XM_624802.6	Background
ORTHOMCL3689	null	1	1	2	1	1	1	1	1	1	1	1	LOC100577039	XP_026296943.1	Amel	XM_026441158.1	Background
ORTHOMCL3690	null	1	1	1	1	1	1	2	1	1	1	1	LOC100577963	XP_006560095.2	Amel	XM_006560032.3	Background
ORTHOMCL3691	null	1	1	1	1	1	1	1	1	2	1	1	LOC102655436	XP_026300238.1	Amel	XM_026444453.1	Background
ORTHOMCL3693	null	2	1	1	1	1	1	1	1	1	1	1	LOC409829	XP_393319.2	Amel	XM_393319.7	Background
ORTHOMCL3694	null	1	1	2	1	1	1	1	1	1	1	1	LOC412091	XP_006561638.2	Amel	XM_006561575.3	Background
ORTHOMCL3695	null	1	1	1	1	2	1	1	1	1	1	1	LOC412000	XP_006559923.1	Amel	XM_006559860.3	Background
ORTHOMCL3696	null	1	1	1	1	1	1	1	1	2	1	1	LOC726188	XP_001121944.2	Amel	XM_001121944.5	Background
ORTHOMCL3697	null	1	1	1	1	1	2	1	1	1	1	1	LOC409267	XP_006561774.1	Amel	XM_006561711.3	Background
ORTHOMCL3698	null	1	1	1	1	1	2	1	1	1	1	1	LOC552079	XP_006564797.1	Amel	XM_006564734.3	Background
ORTHOMCL3699	null	1	1	1	1	1	1	1	1	1	1	2	LOC100576220	XP_003249297.2	Amel	XM_003249249.4	Background
ORTHOMCL3700	null	1	1	2	1	1	1	1	1	0	1	2	LOC552477	XP_624853.3	Amel	XM_624850.6	Background
ORTHOMCL3701	null	1	1	2	1	1	1	1	1	1	1	1	LOC102656170	XP_006558378.1	Amel	XM_006558315.3	Background
ORTHOMCL3702	null	2	1	1	1	1	1	1	1	1	1	1	LOC100578907	XP_006563275.1	Amel	XM_006563212.3	Background
ORTHOMCL3703	null	1	1	1	1	1	1	1	1	1	1	2	LOC100578345	XP_026298530.1	Amel	XM_026442745.1	Background
ORTHOMCL3704	null	1	1	1	1	1	1	1	1	1	2	1	LOC107965181	XP_026301144.1	Amel	XM_026445359.1	Background
ORTHOMCL3705	null	1	1	1	1	2	1	1	1	1	1	1	LOC726780	XP_026299733.1	Amel	XM_026443948.1	Background
ORTHOMCL3710	null	2	1	1	1	1	1	1	1	1	1	1	LOC725289	XP_016770225.2	Amel	XM_016914736.2	Background
ORTHOMCL3711	null	1	1	1	1	2	1	1	1	1	1	1	LOC100579040	XP_003250876.2	Amel	XM_003250828.4	Background
ORTHOMCL3712	null	1	1	1	1	2	1	1	1	1	1	1	LOC100576591	XP_026300789.1	Amel	XM_026445004.1	Background
ORTHOMCL3713	null	1	1	1	1	1	1	2	1	1	1	1	LOC409505	XP_393012.2	Amel	XM_393012.7	Background
ORTHOMCL3714	null	1	1	2	1	1	1	1	1	1	1	1	LOC408828	XP_006562200.1	Amel	XM_006562137.3	Background
ORTHOMCL3715	null	1	1	1	1	2	1	1	1	1	1	1	LOC412009	XP_395475.2	Amel	XM_395475.6	Background
ORTHOMCL3716	null	1	1	1	1	1	1	1	1	1	2	1	Eif4g	NP_001177977.2	Amel	NM_001191048.2	Background
ORTHOMCL3717	null	1	1	1	2	1	1	1	1	1	1	1	LOC102656198	XP_016769452.2	Amel	XM_016913963.2	Background
ORTHOMCL3718	null	1	1	1	1	1	1	2	1	1	1	1	LOC102656442	XP_026295519.1	Amel	XM_026439734.1	Background
ORTHOMCL3719	null	1	1	1	1	1	1	1	1	1	1	2	LOC408723	XP_392258.4	Amel	XM_392258.7	Background
ORTHOMCL3720	null	1	1	1	1	1	1	2	1	1	1	1	LOC100576135	XP_026295988.1	Amel	XM_026440203.1	Background
ORTHOMCL3721	null	1	1	1	2	1	1	1	1	1	1	1	LOC725317	XP_001121177.2	Amel	XM_001121177.5	Background
ORTHOMCL3722	null	1	1	1	1	1	1	1	1	2	1	1	LOC100578661	XP_026301739.1	Amel	XM_026445954.1	Background
ORTHOMCL3723	null	1	1	1	3	2	0	1	0	1	1	1	LOC100577918	XP_006570185.1	Amel	XM_006570122.3	Background
ORTHOMCL3724	null	1	1	1	1	1	1	1	1	2	1	1	LOC409145	XP_392671.2	Amel	XM_392671.7	Background
ORTHOMCL3725	null	1	1	1	1	2	1	1	1	1	1	1	LOC725441	XP_026294799.1	Amel	XM_026439014.1	Background
ORTHOMCL3726	null	1	1	2	1	1	1	1	1	1	1	1	LOC113218929	XP_026297969.1	Amel	XM_026442184.1	Background
ORTHOMCL3727	null	1	1	1	1	1	1	1	1	1	1	2	LOC412205	XP_395667.3	Amel	XM_395667.5	Background
ORTHOMCL3728	null	1	1	1	1	2	1	1	1	1	1	1	LOC409385	XP_006564448.1	Amel	XM_006564385.3	Background
ORTHOMCL3730	null	1	1	1	1	2	1	1	1	1	1	1	LOC726201	XP_026298979.1	Amel	XM_026443194.1	Background
ORTHOMCL3732	null	1	1	1	1	2	1	1	1	1	1	1	LOC410332	XP_393813.5	Amel	XM_393813.7	Background
ORTHOMCL3733	null	1	1	1	1	1	1	1	1	2	1	1	LOC725220	XP_006558688.2	Amel	XM_006558625.3	Background
ORTHOMCL3734	null	1	1	1	1	2	1	1	1	1	1	1	LOC412616	XP_006569306.1	Amel	XM_006569243.3	Background
ORTHOMCL3735	null	1	1	1	1	1	1	2	1	1	1	1	LOC410514	XP_016771566.1	Amel	XM_016916077.2	Background
ORTHOMCL3736	null	1	1	1	1	1	1	2	1	1	1	1	LOC725390	XP_006558611.1	Amel	XM_006558548.3	Background
ORTHOMCL3737	null	1	1	1	1	1	2	1	1	1	1	1	LOC102655329	XP_006566156.1	Amel	XM_006566093.3	Background
ORTHOMCL3738	null	1	1	2	1	1	1	1	1	1	1	1	LOC725033	XP_001119882.2	Amel	XM_001119882.5	Background
ORTHOMCL3739	null	1	1	1	2	1	1	1	1	1	1	1	LOC413069	XP_396520.4	Amel	XM_396520.6	Background
ORTHOMCL3740	null	2	1	1	1	1	1	1	1	1	1	1	LOC410030	XP_393516.3	Amel	XM_393516.7	Background
ORTHOMCL3741	null	1	1	1	2	1	1	1	1	1	1	1	LOC412510	XP_026298837.1	Amel	XM_026443052.1	Background
ORTHOMCL3742	null	1	1	2	1	1	1	1	1	1	1	1	LOC727023	XP_026298887.1	Amel	XM_026443102.1	Background
ORTHOMCL3743	null	1	1	1	1	1	1	1	1	1	1	2	LOC726952	XP_001122669.2	Amel	XM_001122669.5	Background
ORTHOMCL3744	null	1	1	1	1	1	1	1	1	1	1	2	LOC552172	XP_624553.4	Amel	XM_624550.6	Background
ORTHOMCL3745	null	1	1	1	1	1	1	1	1	0	1	3	LOC725656	XP_016770927.1	Amel	XM_016915438.2	Background
ORTHOMCL3746	null	1	1	1	1	1	1	2	1	1	1	1	LOC410678	XP_394155.4	Amel	XM_394155.7	Background
ORTHOMCL3748	null	1	1	1	2	1	1	1	1	1	1	1	LOC725867	XP_026296630.1	Amel	XM_026440845.1	Background
ORTHOMCL3749	null	2	1	1	1	1	1	1	1	1	1	1	LOC552493	XP_006558481.1	Amel	XM_006558418.3	Background
ORTHOMCL3750	null	1	1	2	2	1	1	1	1	1	0	1	LOC410190	XP_393673.3	Amel	XM_393673.6	Background
ORTHOMCL3751	null	1	1	1	1	2	1	1	1	1	1	1	LOC413451	XP_396895.4	Amel	XM_396895.7	Background
ORTHOMCL3755	null	1	1	1	1	1	1	1	1	2	1	1	LOC408563	XP_016772511.2	Amel	XM_016917022.2	Background
ORTHOMCL3756	null	1	1	1	1	1	1	1	1	2	1	1	LOC100578346	XP_026296475.1	Amel	XM_026440690.1	Background
ORTHOMCL3757	null	1	1	1	2	1	1	1	1	1	1	1	LOC100577027	XP_003249834.2	Amel	XM_003249786.4	Background
ORTHOMCL3758	null	1	1	1	1	1	1	2	1	1	1	1	LOC411492	XP_006559828.2	Amel	XM_006559765.3	Background
ORTHOMCL3759	null	1	1	1	1	1	1	1	1	1	1	2	LOC100577712	XP_006564146.2	Amel	XM_006564083.3	Background
ORTHOMCL3760	null	1	1	1	1	2	1	1	1	1	1	1	LOC102656501	XP_006567879.1	Amel	XM_006567816.3	Background
ORTHOMCL3762	null	1	1	1	1	1	1	2	1	1	1	1	LOC726282	XP_006560984.1	Amel	XM_006560921.3	Background
ORTHOMCL3764	null	1	1	1	1	1	2	1	1	1	1	1	LOC100578600	XP_003249112.3	Amel	XM_003249064.4	Background
ORTHOMCL3766	null	1	1	1	1	1	2	1	1	1	1	1	LOC100576768	XP_003249693.1	Amel	XM_003249645.4	Background
ORTHOMCL3767	null	1	1	1	1	1	1	1	1	1	1	2	LOC409255	XP_006563992.1	Amel	XM_006563929.3	Background
ORTHOMCL3768	null	1	1	1	1	1	1	1	2	1	1	1	LOC724450	XP_001119836.2	Amel	XM_001119836.5	Background
ORTHOMCL3769	null	1	1	1	1	1	1	2	1	1	1	1	LOC727235	XP_016771772.2	Amel	XM_016916283.2	Background
ORTHOMCL3770	null	1	1	1	3	0	1	1	1	1	1	1	LOC724551	XP_001120441.2	Amel	XM_001120441.5	Background
ORTHOMCL3771	null	1	1	1	2	1	1	1	1	1	1	1	LOC412827	XP_396279.3	Amel	XM_396279.6	Background
ORTHOMCL3773	null	1	1	1	1	1	1	1	1	1	2	1	LOC726433	XP_006565329.1	Amel	XM_006565266.3	Background
ORTHOMCL3774	null	1	1	1	1	2	1	1	1	1	1	1	LOC411930	XP_026295427.1	Amel	XM_026439642.1	Background
ORTHOMCL3776	null	2	1	1	1	1	1	1	1	1	1	1	LOC551464	XP_026296696.1	Amel	XM_026440911.1	Background
ORTHOMCL3778	null	2	1	1	1	1	1	1	1	1	1	1	LOC408769	XP_016767224.1	Amel	XM_016911735.2	Background
ORTHOMCL3779	null	1	1	1	1	1	1	1	1	1	1	2	LOC102656070	XP_006557736.1	Amel	XM_006557673.3	Background
ORTHOMCL3780	null	1	1	1	1	2	1	1	1	1	1	1	LOC552361	XP_006560286.1	Amel	XM_006560223.3	Background
ORTHOMCL3781	null	1	1	1	1	3	1	1	1	0	1	1	LOC412289	XP_006567399.1	Amel	XM_006567336.3	Background
ORTHOMCL3782	null	1	1	1	1	1	0	1	1	2	2	1	LOC100576882	XP_006566136.2	Amel	XM_006566073.3	Background
ORTHOMCL3783	null	1	1	1	1	1	1	2	1	1	1	1	LOC413096	XP_396547.5	Amel	XM_396547.7	Background
ORTHOMCL3784	null	1	1	1	1	1	1	1	1	1	1	2	LOC414043	XP_397479.5	Amel	XM_397479.7	Background
ORTHOMCL3785	null	1	1	1	1	2	1	1	1	1	1	1	LOC100578437	XP_006565990.1	Amel	XM_006565927.3	Background
ORTHOMCL3787	null	1	1	1	1	1	1	2	1	1	1	1	LOC412129	XP_395593.4	Amel	XM_395593.7	Background
ORTHOMCL3788	null	1	1	1	1	2	1	1	1	1	1	1	LOC412227	XP_395689.6	Amel	XM_395689.7	Background
ORTHOMCL3789	null	1	1	1	1	1	1	1	2	1	1	1	LOC552020	XP_006561152.1	Amel	XM_006561089.3	Background
ORTHOMCL3791	null	1	1	1	1	1	1	1	1	1	1	2	LOC102654715	XP_006567782.2	Amel	XM_006567719.3	Background
ORTHOMCL3792	null	1	1	1	1	1	1	2	1	1	1	1	LOC100579031	XP_026299118.1	Amel	XM_026443333.1	Background
ORTHOMCL3793	null	1	1	1	1	1	1	1	1	1	1	2	LOC409992	XP_393480.5	Amel	XM_393480.7	Background
ORTHOMCL3794	null	1	1	1	1	1	1	1	2	1	1	1	LOC409595	XP_006566830.1	Amel	XM_006566767.2	Background
ORTHOMCL3795	null	1	1	1	1	2	1	1	1	1	1	1	LOC726651	XP_016772168.2	Amel	XM_016916679.2	Background
ORTHOMCL3796	null	1	1	1	1	1	1	1	1	2	1	1	LOC551745	XP_006563948.1	Amel	XM_006563885.3	Background
ORTHOMCL3797	null	1	1	1	1	1	2	1	1	1	1	1	LOC409250	XP_392773.3	Amel	XM_392773.7	Background
ORTHOMCL3798	null	1	1	1	1	2	1	1	1	1	1	1	LOC726190	XP_001121946.2	Amel	XM_001121946.5	Background
ORTHOMCL3800	null	1	1	1	1	2	1	1	1	1	1	1	LOC100577220	XP_003249454.1	Amel	XM_003249406.4	Background
ORTHOMCL3802	null	1	1	1	1	2	1	1	1	1	1	1	LOC412315	XP_395776.1	Amel	XM_395776.5	Background
ORTHOMCL3803	null	1	1	1	1	2	1	1	1	1	1	1	LOC551488	XP_623886.1	Amel	XM_623883.6	Background
ORTHOMCL3804	null	1	1	1	1	2	1	1	1	1	1	1	LOC552309	XP_006564481.1	Amel	XM_006564418.3	Background
ORTHOMCL3805	null	1	1	1	1	1	1	1	1	1	1	2	LOC100577717	XP_003251106.1	Amel	XM_003251058.4	Background
ORTHOMCL3806	null	1	1	1	1	1	1	1	1	1	1	2	LOC724923	XP_026295930.1	Amel	XM_026440145.1	Background
ORTHOMCL3807	null	1	1	1	1	2	1	1	1	1	1	1	Fstl5	NP_001027532.1	Amel	NM_001032361.1	Background
ORTHOMCL3808	null	1	1	1	1	2	1	1	1	1	1	1	LOC727230	XP_026297628.1	Amel	XM_026441843.1	Background
ORTHOMCL3809	null	1	1	1	1	1	1	1	1	1	2	1	LOC410606	XP_394084.6	Amel	XM_394084.7	Background
ORTHOMCL3810	null	1	1	1	2	1	1	1	1	1	1	1	LOC413319	XP_016767835.1	Amel	XM_016912346.1	Background
ORTHOMCL3812	null	1	1	1	1	2	1	1	1	1	1	1	LOC102653893	XP_006561980.2	Amel	XM_006561917.3	Background
ORTHOMCL3813	null	1	1	1	1	1	2	1	1	1	1	1	LOC102654012	XP_006566977.1	Amel	XM_006566914.3	Background
ORTHOMCL3814	null	1	1	1	1	2	1	1	1	1	1	1	Cryl1	NP_001129207.1	Amel	NM_001135735.1	Background
ORTHOMCL3815	null	1	1	1	1	1	2	1	1	1	1	1	LOC726746	XP_001122466.1	Amel	XM_001122466.4	Background
ORTHOMCL3817	null	1	1	2	1	1	1	1	1	1	1	1	LOC724349	XP_026296847.1	Amel	XM_026441062.1	Background
ORTHOMCL3819	null	1	1	1	1	2	1	1	1	1	1	1	LOC413437	XP_396881.3	Amel	XM_396881.6	Background
ORTHOMCL3820	null	1	1	1	1	2	1	1	1	1	1	1	LOC408872	XP_026296916.1	Amel	XM_026441131.1	Background
ORTHOMCL3821	null	1	1	1	1	1	2	1	1	1	1	1	LOC410134	XP_006571898.1	Amel	XM_006571835.3	Background
ORTHOMCL3823	null	1	1	2	2	1	1	1	1	1	1	0	LOC408648	XP_026294630.1	Amel	XM_026438845.1	Background
ORTHOMCL3824	null	1	1	1	1	2	1	1	1	1	1	1	LOC413822	XP_397261.2	Amel	XM_397261.7	Background
ORTHOMCL3825	null	1	1	1	1	2	1	1	1	1	1	1	LOC726990	XP_026296440.1	Amel	XM_026440655.1	Background
ORTHOMCL3826	null	1	1	1	1	1	1	1	1	1	1	2	LOC411771	XP_395238.2	Amel	XM_395238.7	Background
ORTHOMCL3827	null	1	1	1	1	2	1	1	1	1	1	1	LOC551633	XP_026300835.1	Amel	XM_026445050.1	Background
ORTHOMCL3828	null	1	1	1	1	1	1	1	1	1	1	2	LOC412976	XP_006566028.2	Amel	XM_006565965.3	Background
ORTHOMCL3829	null	1	1	1	1	1	1	2	1	1	1	1	LOC551412	XP_623808.1	Amel	XM_623805.5	Background
ORTHOMCL3830	null	1	1	1	1	2	1	1	1	1	1	1	LOC724179	XP_026299776.1	Amel	XM_026443991.1	Background
ORTHOMCL3831	null	1	1	1	1	1	1	1	1	1	1	2	LOC552118	XP_624501.1	Amel	XM_624498.6	Background
ORTHOMCL3835	null	1	1	1	1	1	1	1	1	1	1	2	LOC725704	XP_016767869.2	Amel	XM_016912380.2	Background
ORTHOMCL3836	null	2	1	1	1	1	1	1	1	1	1	1	LOC408712	XP_392248.5	Amel	XM_392248.7	Background
ORTHOMCL3838	null	1	1	1	2	1	1	1	1	1	1	1	LOC100576775	XP_006571844.1	Amel	XM_006571781.3	Background
ORTHOMCL3839	null	1	1	1	1	1	1	2	1	1	1	1	LOC551700	XP_016768353.1	Amel	XM_016912864.2	Background
ORTHOMCL3840	null	1	1	1	1	1	1	2	1	1	1	1	LOC725118	XP_026301495.1	Amel	XM_026445710.1	Background
ORTHOMCL3841	null	1	1	1	1	1	1	2	1	1	1	1	LOC551296	XP_006568325.2	Amel	XM_006568262.3	Background
ORTHOMCL3842	null	1	1	1	1	1	1	1	1	1	2	1	LOC409153	XP_016767920.2	Amel	XM_016912431.2	Background
ORTHOMCL3843	null	1	1	1	1	1	2	1	1	1	1	1	LOC100578852	XP_003250476.1	Amel	XM_003250428.4	Background
ORTHOMCL3844	null	1	1	1	1	1	2	1	1	1	1	1	LOC408842	XP_392373.6	Amel	XM_392373.7	Background
ORTHOMCL3846	null	2	1	1	1	1	1	1	1	1	1	1	LOC411919	XP_016767922.1	Amel	XM_016912433.2	Background
ORTHOMCL3847	null	1	1	1	1	1	1	1	1	1	1	2	LOC102653832	XP_006560156.1	Amel	XM_006560093.3	Background
ORTHOMCL3848	null	1	1	1	1	1	2	1	1	1	1	1	LOC726318	XP_016767809.1	Amel	XM_016912320.2	Background
ORTHOMCL3849	null	1	1	1	1	1	2	1	1	1	1	1	LOC100577139	XP_016773563.2	Amel	XM_016918074.2	Background
ORTHOMCL3851	null	1	1	1	1	1	1	1	1	1	1	2	LOC409342	XP_016771069.1	Amel	XM_016915580.2	Background
ORTHOMCL3852	null	1	1	2	1	1	1	1	1	1	1	1	LOC725038	XP_001120140.3	Amel	XM_001120140.5	Background
ORTHOMCL3853	null	1	1	1	2	1	1	1	1	1	1	1	LOC551590	XP_623985.3	Amel	XM_623982.6	Background
ORTHOMCL3854	null	1	1	1	1	1	1	1	1	1	1	2	LOC410562	XP_394041.4	Amel	XM_394041.7	Background
ORTHOMCL3855	null	1	1	1	2	1	1	1	1	1	1	1	LOC100576938	XP_026301896.1	Amel	XM_026446111.1	Background
ORTHOMCL3856	null	1	1	1	2	1	1	1	1	1	1	1	LOC551213	XP_006560700.1	Amel	XM_006560637.3	Background
ORTHOMCL3857	null	1	1	1	1	1	1	2	1	1	1	1	LOC409293	XP_006564182.3	Amel	XM_006564119.3	Background
ORTHOMCL3858	null	1	1	1	1	1	1	1	1	2	1	1	LOC100577397	XP_006569362.2	Amel	XM_006569299.3	Background
ORTHOMCL3859	null	1	1	1	1	1	2	1	1	1	1	1	LOC408517	XP_006563648.1	Amel	XM_006563585.3	Background
ORTHOMCL3861	null	1	1	1	1	1	1	1	1	1	1	2	LOC410040	XP_026301224.1	Amel	XM_026445439.1	Background
ORTHOMCL3862	null	1	1	1	1	1	2	1	1	1	1	1	LOC552261	XP_624640.1	Amel	XM_624637.6	Background
ORTHOMCL3863	null	1	1	1	1	1	1	1	1	1	2	1	LOC100576132	XP_003251757.2	Amel	XM_003251709.4	Background
ORTHOMCL3864	null	1	1	1	1	2	1	1	1	1	1	1	LOC724826	XP_006571817.1	Amel	XM_006571754.3	Background
ORTHOMCL3865	null	2	1	1	1	1	1	1	1	1	1	1	LOC100576336	XP_026297357.1	Amel	XM_026441572.1	Background
ORTHOMCL3866	null	1	1	1	2	1	1	1	1	1	1	1	LOC408328	XP_391880.2	Amel	XM_391880.7	Background
ORTHOMCL3867	null	1	1	1	1	2	1	1	1	1	1	1	LOC413855	XP_006571697.2	Amel	XM_006571634.3	Background
ORTHOMCL3868	null	2	1	1	1	1	1	1	1	1	1	1	LOC408653	XP_006568793.1	Amel	XM_006568730.3	Background
ORTHOMCL3869	null	1	1	1	1	1	1	1	1	1	1	2	LOC724267	XP_001120059.3	Amel	XM_001120059.5	Background
ORTHOMCL3870	null	2	1	1	1	1	1	1	1	1	1	1	LOC408601	XP_006568004.1	Amel	XM_006567941.3	Background
ORTHOMCL3871	null	1	1	2	1	1	1	1	1	1	1	1	LOC410649	XP_026301582.1	Amel	XM_026445797.1	Background
ORTHOMCL3872	null	1	1	1	1	1	1	1	1	1	1	2	LOC551316	XP_623717.4	Amel	XM_623714.6	Background
ORTHOMCL3873	null	1	1	1	2	1	1	1	1	1	1	1	LOC725422	XP_006566174.2	Amel	XM_006566111.3	Background
ORTHOMCL3874	null	1	1	1	1	2	1	1	1	1	1	1	LOC100578281	XP_026301929.1	Amel	XM_026446144.1	Background
ORTHOMCL3875	null	1	1	2	1	1	1	1	1	1	1	1	LOC102654795	XP_016769640.2	Amel	XM_016914151.2	Background
ORTHOMCL3877	null	1	1	1	1	2	1	1	1	1	1	1	LOC726185	XP_001121942.2	Amel	XM_001121942.5	Background
ORTHOMCL3878	null	1	1	1	1	2	1	1	1	1	1	1	LOC102654384	XP_006561138.2	Amel	XM_006561075.3	Background
ORTHOMCL3879	null	2	1	1	1	1	1	1	1	1	1	1	LOC552326	XP_624704.1	Amel	XM_624701.6	Background
ORTHOMCL3880	null	1	1	1	1	1	1	1	1	1	1	2	LOC412158	XP_624867.2	Amel	XM_624864.5	Background
ORTHOMCL3881	null	1	1	1	2	1	1	1	1	1	1	1	LOC100577966	XP_026301631.1	Amel	XM_026445846.1	Background
ORTHOMCL3883	null	1	2	1	1	1	1	1	1	0	1	2	LOC113219211	XP_026300583.1	Amel	XM_026444798.1	Background
ORTHOMCL3885	null	1	1	1	1	2	1	1	1	1	1	1	LOC100578146	XP_003251770.2	Amel	XM_003251722.4	Background
ORTHOMCL3886	null	1	1	1	1	1	1	1	1	1	1	2	LOC100576975	XP_003251246.1	Amel	XM_003251198.4	Background
ORTHOMCL3887	null	1	1	1	1	1	1	1	1	1	1	2	Uvop	NP_001011605.1	Amel	NM_001011605.1	Background
ORTHOMCL3888	null	1	1	1	1	1	1	1	1	2	1	1	LOC725817	XP_001121619.2	Amel	XM_001121619.5	Background
ORTHOMCL3889	null	1	1	1	1	1	1	1	1	1	2	1	LOC551327	XP_623727.2	Amel	XM_623724.5	Background
ORTHOMCL3890	null	1	1	1	1	1	1	1	1	1	1	2	LOC551179	NP_001314895.1	Amel	NM_001327966.1	Background
ORTHOMCL3892	null	1	1	1	1	1	2	1	1	1	1	1	Sod2	NP_001171519.1	Amel	NM_001178048.1	Background
ORTHOMCL3893	null	1	1	1	1	2	1	1	1	1	1	1	LOC411696	XP_006569515.1	Amel	XM_006569452.3	Background
ORTHOMCL3894	null	2	1	1	1	1	1	1	1	1	1	1	LOC726564	XP_026299511.1	Amel	XM_026443726.1	Background
ORTHOMCL3895	null	1	1	1	1	2	1	1	1	1	1	1	LOC726681	XP_026296111.1	Amel	XM_026440326.1	Background
ORTHOMCL3896	null	1	1	1	1	2	1	1	1	1	1	1	LOC551396	XP_623793.2	Amel	XM_623790.5	Background
ORTHOMCL3897	null	1	1	1	1	2	1	1	1	1	1	1	LOC412662	XP_396117.2	Amel	XM_396117.7	Background
ORTHOMCL3898	null	1	1	1	1	1	2	1	1	1	1	1	LOC725510	XP_001121347.2	Amel	XM_001121347.5	Background
ORTHOMCL3899	null	1	1	1	1	1	1	1	1	2	1	1	LOC551066	XP_006565427.1	Amel	XM_006565364.3	Background
ORTHOMCL3900	null	1	1	1	1	1	1	1	1	1	1	2	LOC408619	XP_006561976.1	Amel	XM_006561913.3	Background
ORTHOMCL3901	null	1	1	1	1	1	1	1	1	2	1	1	LOC726527	XP_001122256.1	Amel	XM_001122256.5	Background
ORTHOMCL3902	null	1	1	1	1	1	1	1	1	1	2	1	LOC413473	XP_016768086.1	Amel	XM_016912597.2	Background
ORTHOMCL3903	null	1	1	1	1	1	2	1	1	1	1	1	LOC725274	XP_001120471.1	Amel	XM_001120471.5	Background
ORTHOMCL3906	null	2	1	1	1	1	1	1	1	1	1	1	LOC552835	XP_625213.1	Amel	XM_625210.6	Background
ORTHOMCL3909	null	2	1	1	1	2	0	1	1	0	1	2	LOC100578023	XP_006560385.1	Amel	XM_006560322.3	Background
ORTHOMCL3911	null	1	1	1	2	1	1	1	1	1	1	1	LOC410266	XP_026299729.1	Amel	XM_026443944.1	Background
ORTHOMCL3913	null	1	1	1	1	1	1	1	2	1	1	1	LOC551343	XP_006571886.1	Amel	XM_006571823.3	Background
ORTHOMCL3915	null	1	1	1	1	1	1	2	1	1	1	1	LOC725570	XP_006561353.1	Amel	XM_006561290.3	Background
ORTHOMCL3916	null	1	1	1	1	1	2	1	1	1	1	1	LOC726056	XP_001120360.1	Amel	XM_001120360.5	Background
ORTHOMCL3917	null	2	1	1	1	1	1	1	1	1	1	1	LOC726492	XP_006563010.1	Amel	XM_006562947.3	Background
ORTHOMCL3918	null	1	1	1	1	1	1	1	1	1	1	2	LOC411576	XP_395047.5	Amel	XM_395047.6	Background
ORTHOMCL3919	null	1	1	1	1	2	1	1	1	1	1	1	LOC413400	XP_016767519.2	Amel	XM_016912030.2	Background
ORTHOMCL3921	null	1	1	1	1	1	1	1	1	1	1	2	LOC100578159	XP_006570358.1	Amel	XM_006570295.3	Background
ORTHOMCL3922	null	1	1	1	1	1	1	2	1	1	1	1	LOC409311	XP_006571751.1	Amel	XM_006571688.3	Background
ORTHOMCL3923	null	1	1	1	1	1	1	1	1	1	1	2	LOC100576640	XP_016769448.2	Amel	XM_016913959.2	Background
