	Desc	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot	GeneID	name	source	TranscriptID	Class
ORTHOMCL3002	null	2	1	1	1	1	1	1	1	1	1	1	LOC412045	XP_006571875.2	Amel	XM_006571812.3	NonCanon
ORTHOMCL3008	null	1	1	1	1	1	1	1	2	1	1	1	LOC726302	XP_026301097.1	Amel	XM_026445312.1	NonCanon
ORTHOMCL3015	null	1	1	1	1	1	1	1	1	1	1	2	LOC551200	XP_623598.1	Amel	XM_623595.5	NonCanon
ORTHOMCL3028	null	1	1	1	1	1	1	2	1	1	1	1	LOC413534	XP_026301724.1	Amel	XM_026445939.1	NonCanon
ORTHOMCL3033	null	2	1	1	2	1	1	1	1	0	1	1	LOC113218539	XP_026298625.1	Amel	XM_026442840.1	NonCanon
ORTHOMCL3034	null	1	1	1	1	1	2	1	1	1	1	1	LOC726380	XP_016769299.2	Amel	XM_016913810.2	NonCanon
ORTHOMCL3036	null	1	1	2	1	1	1	1	1	1	1	1	LOC412563	XP_006561444.3	Amel	XM_006561381.3	NonCanon
ORTHOMCL3048	null	1	1	1	1	1	2	1	1	1	1	1	LOC550829	XP_026299925.1	Amel	XM_026444140.1	NonCanon
ORTHOMCL3051	null	1	1	1	1	1	1	1	1	1	1	2	LOC411972	XP_006566039.1	Amel	XM_006565976.3	NonCanon
ORTHOMCL3087	null	1	1	1	1	1	2	1	1	1	1	1	LOC724215	XP_026295484.1	Amel	XM_026439699.1	NonCanon
ORTHOMCL3113	null	1	1	1	3	1	1	1	1	1	1	0	LOC409245	XP_006568081.1	Amel	XM_006568018.3	NonCanon
ORTHOMCL3119	null	1	1	1	1	1	1	1	1	1	1	2	LOC552449	XP_624826.3	Amel	XM_624823.6	NonCanon
ORTHOMCL3120	null	1	1	1	1	2	1	1	1	1	1	1	LOC552688	XP_016769913.1	Amel	XM_016914424.2	NonCanon
ORTHOMCL3138	null	1	1	1	1	1	1	2	1	1	1	1	LOC552342	XP_624721.2	Amel	XM_624718.5	NonCanon
ORTHOMCL3141	null	1	1	1	1	1	1	2	1	1	1	1	LOC727582	XP_006562255.1	Amel	XM_006562192.3	NonCanon
ORTHOMCL3158	null	1	1	1	1	1	2	1	1	1	1	1	LOC410665	XP_394142.4	Amel	XM_394142.7	NonCanon
ORTHOMCL3165	null	2	1	1	1	1	1	1	1	1	1	1	LOC408971	XP_623213.1	Amel	XM_623210.6	NonCanon
ORTHOMCL3170	null	2	1	1	1	1	1	1	1	1	1	1	LOC412547	XP_026301503.1	Amel	XM_026445718.1	NonCanon
ORTHOMCL3175	null	1	1	1	1	2	1	1	1	1	1	1	LOC100576898	XP_026295859.1	Amel	XM_026440074.1	NonCanon
ORTHOMCL3204	null	1	1	1	1	1	1	1	1	1	1	2	LOC551699	XP_006570860.1	Amel	XM_006570797.3	NonCanon
ORTHOMCL3205	null	1	1	1	1	1	1	2	1	1	1	1	LOC409559	XP_006567209.1	Amel	XM_006567146.2	NonCanon
ORTHOMCL3206	null	1	1	1	1	1	1	1	2	1	1	1	LOC102654987	XP_006564273.1	Amel	XM_006564210.3	NonCanon
ORTHOMCL3210	null	1	1	1	1	1	1	2	1	1	1	1	LOC107964507	XP_016767894.2	Amel	XM_016912405.2	NonCanon
ORTHOMCL3213	null	1	1	1	1	1	1	1	2	1	1	1	LOC100577019	XP_026302000.1	Amel	XM_026446215.1	NonCanon
ORTHOMCL3224	null	1	1	1	1	2	1	1	1	1	1	1	LOC411473	XP_394948.6	Amel	XM_394948.7	NonCanon
ORTHOMCL3234	null	2	1	1	1	1	1	1	1	1	1	1	LOC413208	XP_006568821.1	Amel	XM_006568758.3	NonCanon
ORTHOMCL3246	null	1	1	1	1	1	1	1	1	1	1	2	CPR14	NP_001257742.1	Amel	NM_001270813.1	NonCanon
ORTHOMCL3254	null	1	1	2	1	1	1	1	1	1	1	1	LOC724948	XP_026301820.1	Amel	XM_026446035.1	NonCanon
ORTHOMCL3255	null	1	1	1	2	1	1	1	1	1	1	1	LOC725505	XP_026301239.1	Amel	XM_026445454.1	NonCanon
ORTHOMCL3271	null	1	1	1	1	1	1	1	1	1	1	2	LOC552245	XP_026298657.1	Amel	XM_026442872.1	NonCanon
ORTHOMCL3272	null	1	1	1	1	2	1	1	1	1	1	1	LOC551827	XP_624215.4	Amel	XM_624212.6	NonCanon
ORTHOMCL3277	null	2	1	1	1	1	1	1	1	1	1	1	LOC412294	XP_395755.2	Amel	XM_395755.7	NonCanon
ORTHOMCL3283	null	1	1	1	1	2	1	1	1	1	1	1	LOC724954	XP_001120855.2	Amel	XM_001120855.5	NonCanon
ORTHOMCL3285	null	1	1	1	2	1	1	1	2	0	1	1	LOC726887	XP_026301175.1	Amel	XM_026445390.1	NonCanon
ORTHOMCL3294	null	1	1	1	1	1	1	2	1	1	1	1	LOC408716	XP_016766202.1	Amel	XM_016910713.2	NonCanon
ORTHOMCL3302	null	2	1	1	1	1	1	1	1	1	1	1	LOC724794	XP_001119891.2	Amel	XM_001119891.5	NonCanon
ORTHOMCL3315	null	1	1	1	1	1	1	2	1	1	1	1	LOC726315	XP_026298163.1	Amel	XM_026442378.1	NonCanon
ORTHOMCL3316	null	1	1	1	1	1	1	1	1	1	1	2	LOC412578	XP_016773305.1	Amel	XM_016917816.2	NonCanon
ORTHOMCL3321	null	1	1	1	1	1	1	1	1	1	1	2	LOC727025	XP_001122738.2	Amel	XM_001122738.5	NonCanon
ORTHOMCL3327	null	1	1	1	1	1	1	1	1	1	1	2	LOC408867	XP_026297281.1	Amel	XM_026441496.1	NonCanon
ORTHOMCL3331	null	1	1	2	1	1	1	1	1	1	1	1	LOC412027	XP_395493.4	Amel	XM_395493.6	NonCanon
ORTHOMCL3336	null	1	1	1	1	1	1	1	1	1	0	3	LOC724320	XP_026298051.1	Amel	XM_026442266.1	NonCanon
ORTHOMCL3340	null	1	1	1	2	1	1	1	1	1	1	1	LOC551732	XP_624123.1	Amel	XM_624120.6	NonCanon
ORTHOMCL3344	null	1	1	1	1	1	1	2	1	1	1	1	LOC724786	XP_001120685.1	Amel	XM_001120685.4	NonCanon
ORTHOMCL3351	null	1	1	1	1	1	1	1	1	1	1	2	LOC412996	XP_396447.3	Amel	XM_396447.6	NonCanon
ORTHOMCL3354	null	2	1	1	1	1	1	1	1	1	1	1	LOC724239	XP_001120032.3	Amel	XM_001120032.5	NonCanon
ORTHOMCL3367	null	1	1	1	1	2	1	1	1	1	1	1	LOC724932	XP_001120832.2	Amel	XM_001120832.4	NonCanon
ORTHOMCL3374	null	1	1	1	1	1	1	1	1	1	1	2	LOC412030	XP_395496.2	Amel	XM_395496.7	NonCanon
ORTHOMCL3407	null	1	1	1	1	1	1	1	1	1	1	2	LOC725896	XP_006562058.2	Amel	XM_006561995.3	NonCanon
ORTHOMCL3408	null	1	1	1	1	1	1	1	1	1	1	2	LOC410663	XP_394140.4	Amel	XM_394140.7	NonCanon
ORTHOMCL3425	null	1	1	1	1	1	1	1	1	2	1	1	LOC100577053	XP_026298096.1	Amel	XM_026442311.1	NonCanon
ORTHOMCL3442	null	1	1	1	1	1	1	2	1	1	1	1	LOC413179	XP_396630.2	Amel	XM_396630.6	NonCanon
ORTHOMCL3443	null	1	1	1	2	1	1	1	1	1	1	1	LOC550903	XP_623301.2	Amel	XM_623298.6	NonCanon
ORTHOMCL3450	null	1	1	1	1	1	1	2	1	1	1	1	GlnS	NP_001164445.1	Amel	NM_001170974.1	NonCanon
ORTHOMCL3464	null	1	1	1	1	1	1	1	1	1	1	2	LOC724241	XP_001120034.1	Amel	XM_001120034.5	NonCanon
ORTHOMCL3469	null	1	1	1	1	1	1	1	1	2	1	1	LOC107963993	XP_016773384.2	Amel	XM_016917895.2	NonCanon
ORTHOMCL3479	null	1	1	1	1	1	1	1	1	1	1	2	LOC100379261	NP_001166189.1	Amel	NM_001172718.1	NonCanon
ORTHOMCL3482	null	1	1	1	1	1	1	1	1	1	1	2	LOC725744	XP_006569554.2	Amel	XM_006569491.3	NonCanon
ORTHOMCL3513	null	1	1	1	1	2	1	1	1	1	1	1	LOC551642	XP_624036.2	Amel	XM_624033.5	NonCanon
ORTHOMCL3519	null	1	1	1	2	1	1	1	1	1	1	1	LOC725877	XP_016769994.1	Amel	XM_016914505.2	NonCanon
ORTHOMCL3528	null	2	1	1	1	1	1	2	1	0	1	1	LOC550689	XP_623158.2	Amel	XM_623155.6	NonCanon
ORTHOMCL3542	null	1	1	1	1	1	2	1	1	1	1	1	LOC113218670	XP_026295630.1	Amel	XM_026439845.1	NonCanon
ORTHOMCL3552	null	1	1	1	1	1	1	2	1	1	1	1	LOC724486	XP_001119998.2	Amel	XM_001119998.5	NonCanon
ORTHOMCL3569	null	2	1	1	1	1	1	1	1	1	1	1	LOC409499	XP_393006.1	Amel	XM_393006.7	NonCanon
ORTHOMCL3577	null	1	1	1	1	1	1	2	1	1	1	1	LOC725641	XP_001120607.1	Amel	XM_001120607.5	NonCanon
ORTHOMCL3605	null	1	1	1	1	1	1	1	1	2	1	1	LOC724247	XP_001120040.2	Amel	XM_001120040.5	NonCanon
ORTHOMCL3609	null	1	1	1	1	1	1	2	1	1	1	1	LOC551799	XP_016772434.2	Amel	XM_016916945.2	NonCanon
ORTHOMCL3610	null	2	1	1	1	1	1	1	1	1	1	1	LOC100577196	XP_006567442.2	Amel	XM_006567379.3	NonCanon
ORTHOMCL3612	null	1	1	1	1	1	1	1	2	1	1	1	LOC724533	XP_006559497.1	Amel	XM_006559434.3	NonCanon
ORTHOMCL3621	null	1	1	1	1	1	2	1	1	1	1	1	LOC413196	XP_396646.1	Amel	XM_396646.7	NonCanon
ORTHOMCL3623	null	1	1	1	1	1	1	2	1	1	1	1	LOC102653930	XP_006558963.1	Amel	XM_006558900.3	NonCanon
ORTHOMCL3633	null	1	1	1	1	1	1	1	1	2	1	1	LOC552095	XP_624477.3	Amel	XM_624474.6	NonCanon
ORTHOMCL3638	null	1	1	1	1	1	2	1	1	1	1	1	Usp	NP_001011634.1	Amel	NM_001011634.2	NonCanon
ORTHOMCL3677	null	1	1	1	1	1	1	1	1	1	1	2	LOC724323	XP_026297332.1	Amel	XM_026441547.1	NonCanon
ORTHOMCL3680	null	1	1	1	1	1	2	1	1	1	1	1	LOC408592	XP_006568689.1	Amel	XM_006568626.3	NonCanon
ORTHOMCL3692	null	1	1	1	1	1	1	1	1	1	2	1	LOC409852	XP_393342.3	Amel	XM_393342.7	NonCanon
ORTHOMCL3706	null	1	1	1	1	1	1	1	1	2	1	1	LOC411335	XP_006561836.1	Amel	XM_006561773.3	NonCanon
ORTHOMCL3707	null	1	1	2	1	1	1	1	1	1	1	1	LOC725792	XP_026295430.1	Amel	XM_026439645.1	NonCanon
ORTHOMCL3709	null	1	1	2	1	1	1	1	1	1	1	1	LOC107965828	XP_026296485.1	Amel	XM_026440700.1	NonCanon
ORTHOMCL3729	null	1	1	1	1	1	1	2	1	1	1	1	LOC411875	XP_395342.4	Amel	XM_395342.7	NonCanon
ORTHOMCL3731	null	1	1	1	1	2	1	1	1	1	1	1	LOC413827	XP_397266.3	Amel	XM_397266.6	NonCanon
ORTHOMCL3747	null	1	1	1	1	1	0	1	1	2	2	1	LOC107964419	XP_026296747.1	Amel	XM_026440962.1	NonCanon
ORTHOMCL3752	null	1	1	1	1	1	1	1	1	1	1	2	LOC100576337	XP_026296912.1	Amel	XM_026441127.1	NonCanon
ORTHOMCL3753	null	1	1	1	1	1	1	1	1	2	1	1	LOC550955	XP_623476.1	Amel	XM_623473.6	NonCanon
ORTHOMCL3754	null	1	1	1	1	2	1	1	1	1	1	1	LOC411699	XP_006565236.1	Amel	XM_006565173.3	NonCanon
ORTHOMCL3765	null	1	1	1	1	1	1	1	1	2	1	1	LOC726419	NP_001306198.1	Amel	NM_001319269.1	NonCanon
ORTHOMCL3772	null	1	1	1	1	2	1	1	1	1	1	1	LOC552000	XP_624385.4	Amel	XM_624382.6	NonCanon
ORTHOMCL3775	null	1	1	1	1	1	1	1	1	1	1	2	LOC552797	XP_026296476.1	Amel	XM_026440691.1	NonCanon
ORTHOMCL3777	null	1	1	2	1	1	1	1	1	1	1	1	LOC102654621	XP_006560104.2	Amel	XM_006560041.3	NonCanon
ORTHOMCL3790	null	1	1	1	1	1	1	1	1	1	2	1	LOC408989	XP_392521.3	Amel	XM_392521.7	NonCanon
ORTHOMCL3799	null	1	1	1	1	2	1	1	1	1	1	1	LOC409838	XP_016770424.1	Amel	XM_016914935.2	NonCanon
ORTHOMCL3801	null	1	1	1	1	2	1	1	1	1	1	1	LOC727456	XP_003251860.1	Amel	XM_003251812.4	NonCanon
ORTHOMCL3811	null	1	1	1	1	1	2	1	1	1	1	1	LOC724953	XP_001120854.3	Amel	XM_001120854.4	NonCanon
ORTHOMCL3816	null	1	1	1	2	1	1	1	1	1	1	1	LOC412332	XP_026297386.1	Amel	XM_026441601.1	NonCanon
ORTHOMCL3818	null	1	1	1	1	2	1	1	1	1	1	1	LOC412024	XP_006563511.1	Amel	XM_006563448.3	NonCanon
ORTHOMCL3822	null	1	1	1	1	1	1	1	1	1	1	2	LOC413796	XP_397235.3	Amel	XM_397235.7	NonCanon
ORTHOMCL3832	null	1	1	1	1	1	1	2	1	1	1	1	LOC726102	XP_006569570.1	Amel	XM_006569507.3	NonCanon
ORTHOMCL3833	null	1	1	1	1	1	1	1	1	2	1	1	LOC102655244	XP_026298456.1	Amel	XM_026442671.1	NonCanon
ORTHOMCL3837	null	1	1	2	1	1	1	1	1	1	1	1	LOC411730	XP_006560738.1	Amel	XM_006560675.3	NonCanon
ORTHOMCL3845	null	1	1	1	1	1	1	1	2	1	1	1	LOC410167	XP_393651.3	Amel	XM_393651.6	NonCanon
ORTHOMCL3850	null	1	1	1	1	1	1	1	3	0	1	1	LOC551651	XP_026300991.1	Amel	XM_026445206.1	NonCanon
ORTHOMCL3860	null	1	1	1	2	1	1	1	1	1	1	1	LOC409249	XP_026298485.1	Amel	XM_026442700.1	NonCanon
ORTHOMCL3876	null	1	1	1	1	1	1	1	1	1	1	2	LOC551837	XP_006571404.1	Amel	XM_006571341.3	NonCanon
ORTHOMCL3882	null	1	1	1	1	1	1	1	1	2	1	1	LOC551177	XP_623573.2	Amel	XM_623570.6	NonCanon
ORTHOMCL3884	null	1	1	1	1	1	2	1	1	1	1	1	LOC550701	XP_006557516.1	Amel	XM_006557453.3	NonCanon
ORTHOMCL3891	null	1	1	1	1	1	2	1	1	1	1	1	LOC724630	XP_006558272.1	Amel	XM_006558209.3	NonCanon
ORTHOMCL3904	null	1	1	1	2	1	1	2	1	1	0	1	LOC409890	XP_393381.2	Amel	XM_393381.7	NonCanon
ORTHOMCL3907	null	1	1	1	2	1	1	1	1	1	1	1	LOC410538	XP_006564928.1	Amel	XM_006564865.3	NonCanon
ORTHOMCL3908	null	1	1	1	1	2	1	1	1	1	1	1	LOC413713	XP_006568631.3	Amel	XM_006568568.3	NonCanon
ORTHOMCL3910	null	2	1	1	1	1	1	1	1	1	1	1	LOC412670	XP_396126.2	Amel	XM_396126.6	NonCanon
ORTHOMCL3912	null	2	1	1	1	1	1	1	1	1	1	1	LOC102655877	XP_006559585.1	Amel	XM_006559522.3	NonCanon
ORTHOMCL3914	null	1	1	1	1	1	1	1	1	1	1	2	LOC411404	XP_394878.2	Amel	XM_394878.6	NonCanon
ORTHOMCL3928	null	1	1	1	1	1	1	1	1	1	2	1	LOC410470	XP_006565129.1	Amel	XM_006565066.3	NonCanon
ORTHOMCL3929	null	1	1	1	1	1	1	1	2	1	1	1	LOC727420	XP_001123128.1	Amel	XM_001123128.5	NonCanon
ORTHOMCL3947	null	1	1	1	1	1	1	1	1	1	1	2	LOC412366	XP_395826.2	Amel	XM_395826.7	NonCanon
ORTHOMCL3965	null	1	1	1	1	1	1	1	1	1	2	1	LOC100578450	XP_003251435.2	Amel	XM_003251387.4	NonCanon
ORTHOMCL3967	null	1	1	1	2	1	1	1	1	1	1	1	LOC552139	XP_624521.1	Amel	XM_624518.5	NonCanon
ORTHOMCL3968	null	1	1	1	1	1	1	1	1	1	1	2	LOC727022	XP_026296689.1	Amel	XM_026440904.1	NonCanon
ORTHOMCL3973	null	1	1	1	1	2	1	1	1	1	1	1	LOC551457	XP_026295309.1	Amel	XM_026439524.1	NonCanon
ORTHOMCL3975	null	1	1	1	1	1	1	1	1	1	1	2	LOC409491	XP_392998.5	Amel	XM_392998.7	NonCanon
ORTHOMCL3979	null	2	1	1	1	1	1	1	1	1	1	1	LOC725880	XP_026298935.1	Amel	XM_026443150.1	NonCanon
ORTHOMCL4012	null	1	1	2	1	1	1	1	1	1	1	1	LOC724885	XP_001120785.2	Amel	XM_001120785.5	NonCanon
ORTHOMCL4013	null	1	1	1	1	2	1	1	1	1	1	1	LOC409930	XP_393421.1	Amel	XM_393421.5	NonCanon
ORTHOMCL4015	null	1	1	1	1	1	1	1	1	1	1	2	LOC551631	XP_624025.3	Amel	XM_624022.6	NonCanon
ORTHOMCL4016	null	2	1	1	1	1	1	1	1	1	1	1	LOC550970	XP_006568397.1	Amel	XM_006568334.3	NonCanon
ORTHOMCL4020	null	1	1	1	1	1	1	1	1	2	1	1	LOC551607	XP_624001.1	Amel	XM_623998.4	NonCanon
ORTHOMCL4040	null	1	1	1	1	2	0	1	2	1	1	1	LOC413612	XP_397054.2	Amel	XM_397054.6	NonCanon
ORTHOMCL4049	null	1	1	1	1	2	1	1	1	1	1	1	LOC725603	XP_026298960.1	Amel	XM_026443175.1	NonCanon
ORTHOMCL4050	null	1	1	1	1	1	1	2	1	1	1	1	LOC413914	XP_026298277.1	Amel	XM_026442492.1	NonCanon
ORTHOMCL4067	null	1	1	1	1	1	2	1	1	1	1	1	LOC408804	XP_016767301.1	Amel	XM_016911812.2	NonCanon
ORTHOMCL4091	null	1	1	1	1	1	1	1	1	1	1	2	LOC410542	XP_394021.2	Amel	XM_394021.5	NonCanon
ORTHOMCL4117	null	1	1	1	1	1	1	1	1	2	1	1	CSP6	NP_001071287.1	Amel	NM_001077819.1	NonCanon
ORTHOMCL4118	null	1	1	1	1	1	1	2	1	1	1	1	LOC551755	XP_016772706.1	Amel	XM_016917217.2	NonCanon
ORTHOMCL4130	null	1	1	1	1	1	1	2	1	1	1	1	LOC551416	XP_625250.4	Amel	XM_625247.6	NonCanon
ORTHOMCL4142	null	1	1	1	1	1	1	1	1	1	1	2	LOC413736	XP_006572417.1	Amel	XM_006572354.3	NonCanon
ORTHOMCL4156	null	1	1	1	1	1	1	2	1	1	1	1	LOC552009	XP_624392.3	Amel	XM_624389.6	NonCanon
ORTHOMCL4164	null	1	1	1	1	1	1	2	1	1	1	1	LOC726664	XP_016772822.2	Amel	XM_016917333.2	NonCanon
ORTHOMCL4174	null	1	1	1	1	1	2	1	1	1	1	1	LOC409155	XP_392679.5	Amel	XM_392679.7	NonCanon
ORTHOMCL4179	null	1	1	1	1	1	1	2	1	1	1	1	LOC727237	XP_003249463.1	Amel	XM_003249415.4	NonCanon
ORTHOMCL4182	null	1	1	1	1	1	1	2	1	1	1	1	LOC410636	XP_006557994.1	Amel	XM_006557931.3	NonCanon
ORTHOMCL4185	null	1	1	1	2	1	1	1	1	1	1	1	LOC410289	XP_006557483.1	Amel	XM_006557420.1	NonCanon
ORTHOMCL4188	null	1	1	1	1	1	1	1	1	1	1	2	LOC410525	XP_394004.2	Amel	XM_394004.7	NonCanon
ORTHOMCL4189	null	1	1	1	1	1	1	1	1	1	1	2	LOC409863	XP_393353.2	Amel	XM_393353.6	NonCanon
ORTHOMCL4192	null	1	1	2	1	1	1	1	1	1	1	1	LOC100576646	XP_026299440.1	Amel	XM_026443655.1	NonCanon
ORTHOMCL4194	null	1	1	1	2	1	1	1	1	1	1	1	LOC409911	XP_623282.2	Amel	XM_623279.6	NonCanon
ORTHOMCL4198	null	1	1	1	1	1	1	2	1	1	1	1	LOC413006	XP_006563816.1	Amel	XM_006563753.3	NonCanon
ORTHOMCL4202	null	1	1	1	2	1	1	1	1	1	1	1	LOC412360	XP_016768411.1	Amel	XM_016912922.2	NonCanon
ORTHOMCL4206	null	1	1	1	1	1	1	2	1	1	1	1	LOC413544	XP_396986.3	Amel	XM_396986.6	NonCanon
ORTHOMCL4209	null	1	1	1	1	2	1	1	1	1	1	1	LOC551116	XP_006564114.1	Amel	XM_006564051.3	NonCanon
ORTHOMCL4212	null	1	1	1	1	1	1	2	1	1	1	1	LOC412554	XP_396009.2	Amel	XM_396009.7	NonCanon
ORTHOMCL4221	null	1	2	0	1	1	1	1	1	1	1	2	LOC113218558	XP_026296174.1	Amel	XM_026440389.1	NonCanon
ORTHOMCL4236	null	1	1	1	1	1	2	1	1	1	1	1	LOC413275	XP_396720.2	Amel	XM_396720.6	NonCanon
ORTHOMCL4240	null	1	1	1	1	2	1	1	1	1	1	1	LOC552747	XP_625125.2	Amel	XM_625122.5	NonCanon
ORTHOMCL4242	null	1	1	1	1	2	1	1	1	1	1	1	LOC412064	XP_395530.1	Amel	XM_395530.5	NonCanon
ORTHOMCL4243	null	1	1	1	1	1	1	1	1	1	1	2	LOC727116	XP_001122830.2	Amel	XM_001122830.4	NonCanon
ORTHOMCL4249	null	1	1	1	1	2	1	1	1	1	1	1	LOC552696	XP_625075.1	Amel	XM_625072.6	NonCanon
ORTHOMCL4256	null	1	1	1	1	2	1	1	1	1	1	1	LOC726418	XP_001122155.2	Amel	XM_001122155.5	NonCanon
ORTHOMCL4279	null	1	1	1	2	1	1	1	1	1	1	1	LOC727122	XP_001122836.3	Amel	XM_001122836.5	NonCanon
ORTHOMCL4281	null	1	1	1	1	1	1	1	1	1	1	2	LOC725696	XP_001121513.2	Amel	XM_001121513.5	NonCanon
ORTHOMCL4294	null	1	1	1	1	1	2	1	1	1	1	1	LOC552145	XP_624527.2	Amel	XM_624524.6	NonCanon
ORTHOMCL4314	null	1	1	1	1	2	1	1	1	1	1	1	LOC413688	XP_397129.4	Amel	XM_397129.7	NonCanon
ORTHOMCL4316	null	1	1	1	1	2	1	1	1	1	1	1	LOC725306	XP_006558646.1	Amel	XM_006558583.3	NonCanon
ORTHOMCL4317	null	1	1	1	1	1	1	2	1	1	1	1	LOC726754	XP_001122474.2	Amel	XM_001122474.5	NonCanon
ORTHOMCL4331	null	1	1	1	1	2	1	1	1	1	1	1	LOC412410	XP_006568203.1	Amel	XM_006568140.3	NonCanon
ORTHOMCL4338	null	1	1	1	1	1	1	1	1	1	1	2	LOC551392	XP_016771176.2	Amel	XM_016915687.2	NonCanon
ORTHOMCL4344	null	1	1	1	1	1	1	2	1	1	1	1	LOC726983	XP_026298922.1	Amel	XM_026443137.1	NonCanon
ORTHOMCL4345	null	1	1	1	1	2	1	1	1	1	1	1	LOC725753	XP_003249670.1	Amel	XM_003249622.4	NonCanon
ORTHOMCL4349	null	1	1	2	1	1	1	1	1	1	1	1	LOC413601	XP_397043.2	Amel	XM_397043.7	NonCanon
ORTHOMCL4353	null	1	1	1	1	2	1	1	1	1	1	1	LOC726812	XP_001122533.3	Amel	XM_001122533.5	NonCanon
ORTHOMCL4355	null	1	1	1	1	1	1	1	2	1	1	1	LOC409928	XP_026297343.1	Amel	XM_026441558.1	NonCanon
ORTHOMCL4362	null	1	1	1	1	1	1	1	1	1	1	2	LOC412245	XP_006572082.1	Amel	XM_006572019.3	NonCanon
ORTHOMCL4366	null	1	1	1	1	1	2	1	1	1	1	1	LOC411982	XP_016767086.1	Amel	XM_016911597.2	NonCanon
ORTHOMCL4380	null	1	1	1	1	2	1	1	1	1	1	1	LOC552510	XP_624889.3	Amel	XM_624886.6	NonCanon
ORTHOMCL4382	null	1	1	2	1	1	1	1	1	1	1	1	LOC724700	XP_006565633.1	Amel	XM_006565570.3	NonCanon
ORTHOMCL4387	null	1	1	1	1	1	2	1	1	1	1	1	LOC408575	XP_392117.2	Amel	XM_392117.7	NonCanon
ORTHOMCL4393	null	1	1	1	1	2	1	1	1	1	1	1	LOC551679	XP_003251504.1	Amel	XM_003251456.4	NonCanon
ORTHOMCL4396	null	1	1	1	1	2	1	1	1	1	1	1	LOC412690	XP_396145.2	Amel	XM_396145.7	NonCanon
ORTHOMCL4424	null	1	1	1	1	1	1	1	1	1	1	1	LOC409411	XP_006557271.1	Amel	XM_006557208.3	NonCanon
ORTHOMCL4437	null	1	1	1	2	1	1	1	1	1	1	0	LOC724878	XP_016770248.2	Amel	XM_016914759.2	NonCanon
ORTHOMCL4442	null	1	1	1	1	1	1	1	1	1	1	1	LOC413971	XP_006564133.1	Amel	XM_006564070.1	NonCanon
ORTHOMCL4453	null	1	1	1	1	1	1	1	1	1	1	1	LOC411054	XP_394527.2	Amel	XM_394527.7	NonCanon
ORTHOMCL4455	null	1	1	1	1	1	1	1	1	1	1	1	LOC408573	XP_392115.1	Amel	XM_392115.7	NonCanon
ORTHOMCL4456	null	1	1	1	1	1	1	1	1	1	1	1	LOC100577481	XP_006565364.1	Amel	XM_006565301.3	NonCanon
ORTHOMCL4459	null	1	1	1	1	1	1	1	1	1	1	1	LOC410512	XP_016771572.1	Amel	XM_016916083.2	NonCanon
ORTHOMCL4461	null	1	1	1	1	1	1	1	1	1	1	1	LOC409441	XP_392954.1	Amel	XM_392954.5	NonCanon
ORTHOMCL4479	null	1	1	1	1	1	1	1	1	1	1	1	LOC100576411	XP_003250261.1	Amel	XM_003250213.4	NonCanon
ORTHOMCL4495	null	1	1	1	1	1	1	1	1	1	1	1	LOC725801	XP_006571051.2	Amel	XM_006570988.3	NonCanon
ORTHOMCL4504	null	1	1	1	1	1	1	1	1	1	1	1	LOC725633	XP_001121462.1	Amel	XM_001121462.4	NonCanon
ORTHOMCL4505	null	1	1	1	1	1	1	1	1	1	1	1	LOC409769	XP_393262.1	Amel	XM_393262.7	NonCanon
ORTHOMCL4521	null	1	1	1	1	1	1	1	1	1	1	1	LOC551478	XP_006568028.1	Amel	XM_006567965.2	NonCanon
ORTHOMCL4528	null	1	1	1	1	1	1	1	1	1	1	1	LOC552460	XP_624837.1	Amel	XM_624834.5	NonCanon
ORTHOMCL4529	null	1	1	1	1	1	1	1	1	1	1	1	LOC724926	XP_006567697.2	Amel	XM_006567634.3	NonCanon
ORTHOMCL4530	null	1	1	1	1	1	1	1	1	1	1	1	LOC551484	XP_026295442.1	Amel	XM_026439657.1	NonCanon
ORTHOMCL4558	null	1	1	1	1	0	1	1	1	1	1	2	LOC726113	XP_001121879.1	Amel	XM_001121879.5	NonCanon
ORTHOMCL4565	null	2	1	1	1	1	1	1	1	0	1	1	LOC412465	XP_006557712.2	Amel	XM_006557649.3	NonCanon
ORTHOMCL4569	null	1	1	1	1	1	1	1	1	1	1	1	LOC413101	XP_396552.3	Amel	XM_396552.7	NonCanon
ORTHOMCL4581	null	2	1	1	1	1	1	1	1	1	0	1	LOC724644	XP_001120535.2	Amel	XM_001120535.5	NonCanon
ORTHOMCL4585	null	1	1	1	1	1	1	1	1	1	1	1	LOC552403	XP_624779.1	Amel	XM_624776.5	NonCanon
ORTHOMCL4588	null	1	1	1	1	1	1	1	1	1	1	1	LOC727539	XP_001123248.2	Amel	XM_001123248.5	NonCanon
ORTHOMCL4590	null	1	1	1	1	1	1	1	1	1	1	1	LOC552662	XP_016772964.1	Amel	XM_016917475.2	NonCanon
ORTHOMCL4606	null	1	1	1	1	1	1	1	1	1	1	1	LOC413365	XP_396810.3	Amel	XM_396810.7	NonCanon
ORTHOMCL4615	null	1	1	1	1	1	1	1	1	1	1	1	LOC408312	XP_003250865.1	Amel	XM_003250817.4	NonCanon
ORTHOMCL4622	null	1	1	1	1	1	1	1	1	1	1	1	LOC552725	XP_625103.3	Amel	XM_625100.6	NonCanon
