GeneID	name	Family.ID	source	TranscriptID	Class
LOC412372	XP_026297510.1	ORTHOMCL538	Amel	XM_026441725.1	NA
LOC412375	XP_395833.4	ORTHOMCL7225	Amel	XM_395833.7	NA
LOC412377	XP_395835.2	ORTHOMCL3539	Amel	XM_395835.7	NA
LOC412378	XP_006567967.1	ORTHOMCL241	Amel	XM_006567904.3	NonCanon
LOC412379	XP_006557809.1	ORTHOMCL5645	Amel	XM_006557746.3	NA
LOC412381	XP_395839.1	ORTHOMCL2028	Amel	XM_395839.7	NA
LOC412384	XP_006571528.1	ORTHOMCL2200	Amel	XM_006571465.2	NA
LOC412386	XP_395844.3	ORTHOMCL2106	Amel	XM_395844.7	NA
LOC412388	XP_623701.2	ORTHOMCL2485	Amel	XM_623698.6	NA
LOC412391	XP_016769208.1	ORTHOMCL7586	Amel	XM_016913719.1	NA
LOC412393	XP_395851.2	ORTHOMCL1823	Amel	XM_395851.7	NA
LOC412394	XP_016772826.1	ORTHOMCL4657	Amel	XM_016917337.2	NA
LOC412396	XP_006572317.1	ORTHOMCL6705	Amel	XM_006572254.3	NA
LOC412397	XP_623089.2	ORTHOMCL801	Amel	XM_623086.6	NA
LOC412398	XP_016769259.1	ORTHOMCL5165	Amel	XM_016913770.2	NA
LOC412399	XP_026300136.1	ORTHOMCL76	Amel	XM_026444351.1	NA
LOC412401	XP_026296468.1	ORTHOMCL954	Amel	XM_026440683.1	NA
LOC412406	XP_006571452.1	ORTHOMCL4254	Amel	XM_006571389.3	NA
LOC412407	XP_395864.3	ORTHOMCL6416	Amel	XM_395864.7	NA
LOC412408	XP_395865.5	ORTHOMCL6500	Amel	XM_395865.7	NA
LOC412409	XP_395866.2	ORTHOMCL6655	Amel	XM_395866.7	NA
LOC412410	XP_006568203.1	ORTHOMCL4331	Amel	XM_006568140.3	NonCanon
LOC412412	XP_026302081.1	ORTHOMCL2430	Amel	XM_026446296.1	NA
LOC412414	XP_006566542.1	ORTHOMCL4057	Amel	XM_006566479.3	NA
LOC412416	XP_395873.4	ORTHOMCL4121	Amel	XM_395873.7	NA
LOC412419	XP_016766857.1	ORTHOMCL315	Amel	XM_016911368.2	NA
LOC412422	XP_395879.4	ORTHOMCL5363	Amel	XM_395879.7	NonCanon
LOC412423	XP_395880.4	ORTHOMCL1977	Amel	XM_395880.7	NonCanon
LOC412424	XP_006559341.1	ORTHOMCL8540	Amel	XM_006559278.1	NA
LOC412426	XP_026296830.1	ORTHOMCL489	Amel	XM_026441045.1	NA
LOC412431	XP_006562424.1	ORTHOMCL952	Amel	XM_006562361.3	NA
LOC412435	XP_395892.2	ORTHOMCL6870	Amel	XM_395892.7	NA
LOC412436	XP_016771977.1	ORTHOMCL2461	Amel	XM_016916488.2	NA
LOC412439	XP_016768833.2	ORTHOMCL6838	Amel	XM_016913344.2	NA
LOC412442	XP_395899.2	ORTHOMCL3942	Amel	XM_395899.6	NA
LOC412443	XP_006557288.1	ORTHOMCL2686	Amel	XM_006557225.3	NA
LOC412444	XP_006558948.1	ORTHOMCL5744	Amel	XM_006558885.3	NA
LOC412445	XP_395902.2	ORTHOMCL3386	Amel	XM_395902.7	NA
LOC412446	XP_395903.3	ORTHOMCL7169	Amel	XM_395903.7	NA
LOC412448	XP_395905.2	ORTHOMCL6487	Amel	XM_395905.6	NA
LOC412449	XP_395906.3	ORTHOMCL3383	Amel	XM_395906.6	NA
LOC412451	XP_026299010.1	ORTHOMCL3240	Amel	XM_026443225.1	NA
LOC412452	XP_006559330.1	ORTHOMCL7304	Amel	XM_006559267.2	NA
LOC412453	XP_395910.3	ORTHOMCL2810	Amel	XM_395910.7	NA
LOC412454	XP_026297790.1	ORTHOMCL2786	Amel	XM_026442005.1	NA
LOC412455	XP_026301494.1	ORTHOMCL947	Amel	XM_026445709.1	NA
LOC412456	XP_395913.3	ORTHOMCL7655	Amel	XM_395913.7	NA
LOC412457	XP_006567213.1	ORTHOMCL7160	Amel	XM_006567150.3	NA
LOC412458	XP_026299083.1	ORTHOMCL874	Amel	XM_026443298.1	NonCanon
LOC412460	XP_006565218.1	ORTHOMCL760	Amel	XM_006565155.3	NA
LOC412464	XP_395921.4	ORTHOMCL4662	Amel	XM_395921.7	NA
LOC412465	XP_006557712.2	ORTHOMCL4565	Amel	XM_006557649.3	NonCanon
LOC412467	XP_395924.2	ORTHOMCL7682	Amel	XM_395924.5	NonCanon
LOC412468	XP_026296435.1	ORTHOMCL1234	Amel	XM_026440650.1	NA
LOC412470	XP_395927.4	ORTHOMCL6412	Amel	XM_395927.7	NonCanon
LOC412471	XP_006558773.1	ORTHOMCL1806	Amel	XM_006558710.3	NA
LOC412472	XP_395929.2	ORTHOMCL7646	Amel	XM_395929.6	NA
LOC412473	XP_395930.3	ORTHOMCL7141	Amel	XM_395930.6	NA
LOC412475	XP_006559124.1	ORTHOMCL2241	Amel	XM_006559061.3	NA
LOC412476	XP_006559127.1	ORTHOMCL1581	Amel	XM_006559064.3	NA
LOC412478	XP_003250277.1	ORTHOMCL3102	Amel	XM_003250229.4	NA
LOC412480	XP_395937.6	ORTHOMCL5713	Amel	XM_395937.7	NA
LOC412481	XP_395938.2	ORTHOMCL7660	Amel	XM_395938.6	NA
LOC412487	XP_026296548.1	ORTHOMCL2608	Amel	XM_026440763.1	NA
LOC412488	XP_395945.2	ORTHOMCL5466	Amel	XM_395945.5	NA
LOC412489	XP_395946.4	ORTHOMCL287	Amel	XM_395946.7	NA
LOC412491	XP_395948.5	ORTHOMCL1628	Amel	XM_395948.7	NA
LOC412495	XP_624088.2	ORTHOMCL4806	Amel	XM_624085.6	NA
LOC412503	XP_026301321.1	ORTHOMCL8416	Amel	XM_026445536.1	NA
LOC412504	XP_395960.3	ORTHOMCL751	Amel	XM_395960.7	NA
LOC412505	XP_395961.4	ORTHOMCL6177	Amel	XM_395961.7	NA
LOC412506	XP_395962.2	ORTHOMCL7511	Amel	XM_395962.6	NA
LOC412508	XP_006564561.2	ORTHOMCL5746	Amel	XM_006564498.3	NA
LOC412510	XP_026298837.1	ORTHOMCL3741	Amel	XM_026443052.1	NA
LOC412511	XP_006562013.1	ORTHOMCL4563	Amel	XM_006561950.3	NA
LOC412513	XP_026301566.1	ORTHOMCL7114	Amel	XM_026445781.1	NA
LOC412516	XP_395972.4	ORTHOMCL2349	Amel	XM_395972.7	NA
LOC412521	XP_016768748.1	ORTHOMCL8031	Amel	XM_016913259.2	NA
LOC412522	XP_625073.3	ORTHOMCL8428	Amel	XM_625070.6	NA
LOC412523	XP_016773380.1	ORTHOMCL5986	Amel	XM_016917891.2	NA
LOC412524	XP_003249560.1	ORTHOMCL5151	Amel	XM_003249512.4	NA
LOC412526	XP_395981.2	ORTHOMCL7582	Amel	XM_395981.7	NonCanon
LOC412528	XP_006562599.1	ORTHOMCL3185	Amel	XM_006562536.3	NA
LOC412529	XP_003249854.1	ORTHOMCL6101	Amel	XM_003249806.4	NA
LOC412531	XP_395986.4	ORTHOMCL7478	Amel	XM_395986.5	NA
LOC412536	XP_006572060.1	ORTHOMCL8053	Amel	XM_006571997.3	NA
LOC412541	XP_006565089.1	ORTHOMCL3614	Amel	XM_006565026.3	NA
LOC412543	XP_026296643.1	ORTHOMCL4725	Amel	XM_026440858.1	NonCanon
LOC412544	XP_006570003.1	ORTHOMCL4686	Amel	XM_006569940.3	NA
LOC412545	XP_006564152.1	ORTHOMCL2137	Amel	XM_006564089.3	NA
LOC412546	XP_026302051.1	ORTHOMCL1866	Amel	XM_026446266.1	NA
LOC412547	XP_026301503.1	ORTHOMCL3170	Amel	XM_026445718.1	NonCanon
LOC412548	XP_396003.4	ORTHOMCL4195	Amel	XM_396003.7	NA
LOC412549	XP_396004.2	ORTHOMCL4770	Amel	XM_396004.6	NA
LOC412550	XP_006570309.1	ORTHOMCL5335	Amel	XM_006570246.3	NA
LOC412552	XP_026297493.1	ORTHOMCL4035	Amel	XM_026441708.1	NA
LOC412554	XP_396009.2	ORTHOMCL4212	Amel	XM_396009.7	NonCanon
LOC412557	XP_396012.1	ORTHOMCL5360	Amel	XM_396012.7	NA
LOC412560	XP_396015.2	ORTHOMCL4216	Amel	XM_396015.7	NA
LOC412563	XP_006561444.3	ORTHOMCL3036	Amel	XM_006561381.3	NonCanon
LOC412564	XP_016770900.1	ORTHOMCL1976	Amel	XM_016915411.2	NA
LOC412569	XP_396024.6	ORTHOMCL443	Amel	XM_396024.7	NA
LOC412570	XP_396025.4	ORTHOMCL1532	Amel	XM_396025.6	NA
LOC412573	XP_396028.5	ORTHOMCL6467	Amel	XM_396028.7	NonCanon
LOC412574	XP_006569370.1	ORTHOMCL4397	Amel	XM_006569307.3	NA
LOC412578	XP_016773305.1	ORTHOMCL3316	Amel	XM_016917816.2	NonCanon
LOC412580	XP_396035.2	ORTHOMCL1434	Amel	XM_396035.6	NonCanon
LOC412584	XP_396039.6	ORTHOMCL7334	Amel	XM_396039.7	NA
LOC412588	XP_006568193.1	ORTHOMCL733	Amel	XM_006568130.3	NA
LOC412589	XP_396044.4	ORTHOMCL4940	Amel	XM_396044.5	NA
LOC412591	XP_016770451.1	ORTHOMCL1910	Amel	XM_016914962.2	NA
LOC412593	XP_006567927.1	ORTHOMCL5055	Amel	XM_006567864.3	NA
LOC412594	XP_026294715.1	ORTHOMCL6137	Amel	XM_026438930.1	NA
LOC412596	XP_396051.1	ORTHOMCL7214	Amel	XM_396051.7	NA
LOC412598	XP_016769811.1	ORTHOMCL179	Amel	XM_016914322.2	NonCanon
LOC412599	XP_396054.1	ORTHOMCL1221	Amel	XM_396054.7	NA
LOC412601	XP_006571224.2	ORTHOMCL3543	Amel	XM_006571161.3	NA
LOC412602	XP_006562406.1	ORTHOMCL3329	Amel	XM_006562343.3	NA
LOC412606	XP_026299447.1	ORTHOMCL267	Amel	XM_026443662.1	NA
LOC412607	XP_006562935.2	ORTHOMCL3602	Amel	XM_006562872.3	NA
LOC412608	XP_006561443.1	ORTHOMCL5833	Amel	XM_006561380.3	NA
LOC412610	XP_026297975.1	ORTHOMCL180	Amel	XM_026442190.1	NA
LOC412611	XP_396066.5	ORTHOMCL3653	Amel	XM_396066.6	NA
LOC412612	XP_006568082.2	ORTHOMCL7431	Amel	XM_006568019.3	NonCanon
LOC412613	XP_016773404.1	ORTHOMCL5994	Amel	XM_016917915.2	NA
LOC412616	XP_006569306.1	ORTHOMCL3734	Amel	XM_006569243.3	NA
LOC412617	XP_006563110.2	ORTHOMCL1461	Amel	XM_006563047.3	NA
LOC412619	XP_396074.2	ORTHOMCL644	Amel	XM_396074.6	NonCanon
LOC412620	XP_006569918.1	ORTHOMCL4789	Amel	XM_006569855.3	NA
LOC412623	XP_016771813.1	ORTHOMCL5877	Amel	XM_016916324.2	NonCanon
LOC412624	XP_396079.3	ORTHOMCL2700	Amel	XM_396079.6	NonCanon
LOC412626	XP_006570893.1	ORTHOMCL5596	Amel	XM_006570830.3	NA
LOC412627	XP_026299235.1	ORTHOMCL8057	Amel	XM_026443450.1	NA
LOC412629	XP_006567414.2	ORTHOMCL3288	Amel	XM_006567351.3	NA
LOC412630	XP_006565224.1	ORTHOMCL839	Amel	XM_006565161.3	NA
LOC412635	XP_396090.2	ORTHOMCL6055	Amel	XM_396090.6	NA
LOC412636	XP_006570055.1	ORTHOMCL1103	Amel	XM_006569992.3	NA
LOC412637	XP_006557362.1	ORTHOMCL4607	Amel	XM_006557299.3	NA
LOC412638	XP_396093.4	ORTHOMCL4390	Amel	XM_396093.7	NA
LOC412641	XP_396096.4	ORTHOMCL7745	Amel	XM_396096.7	NA
LOC412642	XP_396097.3	ORTHOMCL3365	Amel	XM_396097.7	NA
LOC412643	NP_001265260.1	ORTHOMCL5068	Amel	NM_001278331.1	NA
LOC412644	XP_016772764.1	ORTHOMCL6186	Amel	XM_016917275.2	NA
LOC412646	XP_026294816.1	ORTHOMCL1919	Amel	XM_026439031.1	NA
LOC412647	XP_026298558.1	ORTHOMCL1236	Amel	XM_026442773.1	Canon
LOC412650	XP_016769260.1	ORTHOMCL6676	Amel	XM_016913771.2	NA
LOC412655	XP_006568074.2	ORTHOMCL1328	Amel	XM_006568011.3	NA
LOC412661	XP_623593.1	ORTHOMCL1299	Amel	XM_623590.5	NA
LOC412662	XP_396117.2	ORTHOMCL3897	Amel	XM_396117.7	NA
LOC412663	XP_026299731.1	ORTHOMCL1771	Amel	XM_026443946.1	NA
LOC412665	XP_006572049.1	ORTHOMCL1626	Amel	XM_006571986.3	NA
LOC412666	XP_003250648.1	ORTHOMCL7645	Amel	XM_003250600.4	NA
LOC412667	XP_026295321.1	ORTHOMCL5444	Amel	XM_026439536.1	NA
LOC412670	XP_396126.2	ORTHOMCL3910	Amel	XM_396126.6	NonCanon
LOC412674	XP_006568657.1	ORTHOMCL2882	Amel	XM_006568594.3	NA
LOC412675	XP_396131.3	ORTHOMCL7361	Amel	XM_396131.7	NonCanon
LOC412676	XP_396132.4	ORTHOMCL2473	Amel	XM_396132.7	NA
LOC412678	XP_396134.2	ORTHOMCL7082	Amel	XM_396134.7	NA
LOC412679	XP_026298629.1	ORTHOMCL5275	Amel	XM_026442844.1	NA
LOC412681	XP_623859.3	ORTHOMCL2941	Amel	XM_623856.6	NA
LOC412687	XP_396142.4	ORTHOMCL4722	Amel	XM_396142.7	Canon
LOC412688	XP_396143.4	ORTHOMCL8081	Amel	XM_396143.7	NA
LOC412690	XP_396145.2	ORTHOMCL4396	Amel	XM_396145.7	NonCanon
LOC412694	XP_026298035.1	ORTHOMCL4201	Amel	XM_026442250.1	NA
LOC412696	XP_006559462.1	ORTHOMCL1134	Amel	XM_006559399.2	NA
LOC412697	XP_016766441.1	ORTHOMCL2042	Amel	XM_016910952.2	NA
LOC412700	XP_396155.4	ORTHOMCL5377	Amel	XM_396155.7	NA
LOC412701	XP_026297818.1	ORTHOMCL7716	Amel	XM_026442033.1	NA
LOC412703	XP_006562783.1	ORTHOMCL680	Amel	XM_006562720.3	Canon
LOC412705	XP_396159.2	ORTHOMCL6895	Amel	XM_396159.5	NA
LOC412707	XP_396160.4	ORTHOMCL6956	Amel	XM_396160.7	NA
LOC412708	XP_396161.2	ORTHOMCL2892	Amel	XM_396161.7	NA
LOC412710	XP_396163.2	ORTHOMCL7149	Amel	XM_396163.6	NA
LOC412711	XP_396164.7	ORTHOMCL4808	Amel	XM_396164.7	NA
LOC412712	XP_396165.2	ORTHOMCL2266	Amel	XM_396165.7	NA
LOC412714	XP_396167.1	ORTHOMCL5007	Amel	XM_396167.7	NA
LOC412721	XP_016772929.2	ORTHOMCL2087	Amel	XM_016917440.2	NA
LOC412722	XP_396175.2	ORTHOMCL1707	Amel	XM_396175.7	NA
LOC412727	XP_396180.4	ORTHOMCL5207	Amel	XM_396180.7	NA
LOC412728	XP_396181.4	ORTHOMCL6149	Amel	XM_396181.7	NA
LOC412731	XP_026299969.1	ORTHOMCL2011	Amel	XM_026444184.1	NA
LOC412734	XP_396187.2	ORTHOMCL5798	Amel	XM_396187.6	NA
LOC412735	XP_026300111.1	ORTHOMCL6649	Amel	XM_026444326.1	NA
LOC412739	XP_396192.5	ORTHOMCL1839	Amel	XM_396192.7	NA
LOC412741	XP_396194.3	ORTHOMCL5768	Amel	XM_396194.7	NA
LOC412742	XP_006565266.1	ORTHOMCL6726	Amel	XM_006565203.3	NA
LOC412744	XP_006572428.1	ORTHOMCL4446	Amel	XM_006572365.3	NA
LOC412745	XP_026298830.1	ORTHOMCL951	Amel	XM_026443045.1	NA
LOC412746	XP_006564669.2	ORTHOMCL2514	Amel	XM_006564606.3	NA
LOC412748	XP_026301943.1	ORTHOMCL7914	Amel	XM_026446158.1	NA
LOC412749	XP_026298958.1	ORTHOMCL7025	Amel	XM_026443173.1	NA
LOC412750	XP_396203.4	ORTHOMCL948	Amel	XM_396203.7	NonCanon
LOC412751	XP_396204.4	ORTHOMCL4988	Amel	XM_396204.7	NA
LOC412755	XP_396208.4	ORTHOMCL3969	Amel	XM_396208.7	NA
LOC412756	XP_026297050.1	ORTHOMCL3520	Amel	XM_026441265.1	NA
LOC412759	XP_006559197.1	ORTHOMCL4791	Amel	XM_006559134.3	NA
LOC412762	XP_396215.1	ORTHOMCL2224	Amel	XM_396215.7	NonCanon
LOC412763	XP_006561724.2	ORTHOMCL7903	Amel	XM_006561661.3	NA
LOC412764	XP_396217.2	ORTHOMCL5657	Amel	XM_396217.7	NA
LOC412767	XP_396220.3	ORTHOMCL2676	Amel	XM_396220.6	NA
LOC412768	XP_006561719.1	ORTHOMCL7595	Amel	XM_006561656.3	NA
LOC412769	XP_006561717.1	ORTHOMCL5933	Amel	XM_006561654.3	NA
LOC412770	XP_006561713.1	ORTHOMCL341	Amel	XM_006561650.3	NA
LOC412774	XP_006561041.2	ORTHOMCL5263	Amel	XM_006560978.3	NA
LOC412777	XP_016771545.1	ORTHOMCL1917	Amel	XM_016916056.2	NA
LOC412778	XP_396231.4	ORTHOMCL926	Amel	XM_396231.6	NA
LOC412780	XP_396233.3	ORTHOMCL2442	Amel	XM_396233.7	NonCanon
LOC412782	XP_396235.5	ORTHOMCL6729	Amel	XM_396235.7	NA
LOC412784	XP_396237.5	ORTHOMCL661	Amel	XM_396237.6	NA
LOC412787	XP_026298520.1	ORTHOMCL2834	Amel	XM_026442735.1	NA
LOC412791	XP_026301178.1	ORTHOMCL157	Amel	XM_026445393.1	NA
LOC412795	XP_006563686.2	ORTHOMCL2666	Amel	XM_006563623.3	NA
LOC412796	XP_006563705.1	ORTHOMCL7046	Amel	XM_006563642.3	NA
LOC412797	XP_016771112.2	ORTHOMCL7353	Amel	XM_016915623.2	NA
LOC412799	XP_006564321.1	ORTHOMCL6036	Amel	XM_006564258.3	NA
LOC412801	XP_396254.6	ORTHOMCL761	Amel	XM_396254.7	NonCanon
LOC412804	XP_396257.3	ORTHOMCL4547	Amel	XM_396257.6	NA
LOC412806	XP_396259.1	ORTHOMCL3946	Amel	XM_396259.7	NA
LOC412808	XP_006565537.1	ORTHOMCL6	Amel	XM_006565474.3	NA
LOC412810	XP_016768512.1	ORTHOMCL802	Amel	XM_016913023.2	Canon
LOC412816	XP_006569527.1	ORTHOMCL559	Amel	XM_006569464.3	Canon
LOC412817	XP_396270.5	ORTHOMCL579	Amel	XM_396270.7	NA
LOC412818	XP_016768562.1	ORTHOMCL2853	Amel	XM_016913073.2	NA
LOC412823	XP_396275.3	ORTHOMCL7007	Amel	XM_396275.6	NA
LOC412824	XP_006560780.1	ORTHOMCL3105	Amel	XM_006560717.3	NA
LOC412825	XP_026298015.1	ORTHOMCL7496	Amel	XM_026442230.1	NA
LOC412827	XP_396279.3	ORTHOMCL3771	Amel	XM_396279.6	NA
LOC412828	XP_396280.4	ORTHOMCL7987	Amel	XM_396280.7	NA
LOC412829	XP_396281.5	ORTHOMCL466	Amel	XM_396281.7	NA
LOC412832	XP_396284.2	ORTHOMCL5538	Amel	XM_396284.6	NA
LOC412834	XP_006559928.1	ORTHOMCL3047	Amel	XM_006559865.3	NA
LOC412835	XP_026298037.1	ORTHOMCL995	Amel	XM_026442252.1	NA
LOC412837	XP_006563841.1	ORTHOMCL4010	Amel	XM_006563778.2	NA
LOC412839	XP_016770700.1	ORTHOMCL1725	Amel	XM_016915211.2	NA
LOC412842	XP_396294.3	ORTHOMCL4297	Amel	XM_396294.7	NA
LOC412843	XP_396295.4	ORTHOMCL7364	Amel	XM_396295.7	NA
LOC412844	XP_026295424.1	ORTHOMCL8485	Amel	XM_026439639.1	NA
LOC412846	XP_396298.2	ORTHOMCL4667	Amel	XM_396298.7	NA
LOC412850	XP_396302.3	ORTHOMCL2841	Amel	XM_396302.7	NA
LOC412851	XP_006560539.1	ORTHOMCL5358	Amel	XM_006560476.3	NonCanon
LOC412853	XP_003251836.1	ORTHOMCL150	Amel	XM_003251788.4	NA
LOC412858	XP_396310.3	ORTHOMCL112	Amel	XM_396310.6	NA
LOC412862	XP_026300142.1	ORTHOMCL522	Amel	XM_026444357.1	NA
LOC412863	XP_396315.6	ORTHOMCL1659	Amel	XM_396315.7	NA
LOC412864	XP_006562106.1	ORTHOMCL3135	Amel	XM_006562043.3	NA
LOC412865	XP_026299791.1	ORTHOMCL641	Amel	XM_026444006.1	NA
LOC412866	XP_396318.4	ORTHOMCL4574	Amel	XM_396318.7	NA
LOC412868	XP_396320.3	ORTHOMCL6086	Amel	XM_396320.4	NA
LOC412869	XP_396321.3	ORTHOMCL7029	Amel	XM_396321.6	NonCanon
LOC412870	XP_396322.3	ORTHOMCL1925	Amel	XM_396322.7	NonCanon
LOC412876	XP_006568106.1	ORTHOMCL2044	Amel	XM_006568043.3	NA
LOC412878	XP_006561260.1	ORTHOMCL864	Amel	XM_006561197.3	NonCanon
LOC412880	XP_396332.3	ORTHOMCL732	Amel	XM_396332.6	NA
LOC412883	XP_016766762.1	ORTHOMCL7445	Amel	XM_016911273.2	NA
LOC412884	XP_026300031.1	ORTHOMCL6025	Amel	XM_026444246.1	Canon
LOC412885	XP_016769470.1	ORTHOMCL56	Amel	XM_016913981.2	NA
LOC412887	XP_026297189.1	ORTHOMCL247	Amel	XM_026441404.1	NA
LOC412889	XP_396341.3	ORTHOMCL6733	Amel	XM_396341.6	NonCanon
LOC412890	XP_026301619.1	ORTHOMCL6601	Amel	XM_026445834.1	NA
LOC412893	XP_016770555.2	ORTHOMCL1510	Amel	XM_016915066.2	NA
LOC412896	XP_003249217.1	ORTHOMCL7175	Amel	XM_003249169.4	NA
LOC412897	XP_026296222.1	ORTHOMCL4756	Amel	XM_026440437.1	NA
LOC412898	XP_396350.2	ORTHOMCL3981	Amel	XM_396350.5	NA
LOC412907	XP_016772051.1	ORTHOMCL5288	Amel	XM_016916562.2	NA
LOC412913	XP_396365.1	ORTHOMCL1052	Amel	XM_396365.4	NA
LOC412914	XP_006565608.1	ORTHOMCL1752	Amel	XM_006565545.3	NA
LOC412916	XP_006565601.1	ORTHOMCL3232	Amel	XM_006565538.3	NA
LOC412917	XP_026297326.1	ORTHOMCL922	Amel	XM_026441541.1	NA
LOC412918	XP_026298666.1	ORTHOMCL3601	Amel	XM_026442881.1	NA
LOC412919	XP_396371.5	ORTHOMCL2693	Amel	XM_396371.7	NA
LOC412923	XP_396374.3	ORTHOMCL8950	Amel	XM_396374.6	NA
LOC412924	XP_396375.5	ORTHOMCL7711	Amel	XM_396375.7	NA
LOC412925	XP_396376.2	ORTHOMCL1589	Amel	XM_396376.7	NA
LOC412926	XP_396377.3	ORTHOMCL3570	Amel	XM_396377.6	NA
LOC412927	XP_006560054.1	ORTHOMCL186	Amel	XM_006559991.3	NA
LOC412928	XP_396379.4	ORTHOMCL6949	Amel	XM_396379.7	NA
LOC412929	XP_006563973.1	ORTHOMCL1225	Amel	XM_006563910.3	NA
LOC412931	XP_396382.3	ORTHOMCL7022	Amel	XM_396382.6	NonCanon
LOC412932	XP_006561340.1	ORTHOMCL1314	Amel	XM_006561277.3	NA
LOC412933	XP_006561344.1	ORTHOMCL7830	Amel	XM_006561281.3	NonCanon
LOC412934	XP_006565071.1	ORTHOMCL895	Amel	XM_006565008.3	NA
LOC412935	XP_006565067.2	ORTHOMCL1679	Amel	XM_006565004.3	NA
LOC412937	XP_396388.5	ORTHOMCL3925	Amel	XM_396388.7	NA
LOC412941	XP_016771856.2	ORTHOMCL6212	Amel	XM_016916367.2	NA
LOC412943	XP_006557794.1	ORTHOMCL5508	Amel	XM_006557731.3	NA
LOC412944	XP_006566667.2	ORTHOMCL7326	Amel	XM_006566604.3	NA
LOC412948	XP_026301996.1	ORTHOMCL5181	Amel	XM_026446211.1	NonCanon
LOC412950	XP_026297867.1	ORTHOMCL985	Amel	XM_026442082.1	NonCanon
LOC412954	XP_026300870.1	ORTHOMCL2145	Amel	XM_026445085.1	NA
LOC412955	XP_396406.5	ORTHOMCL604	Amel	XM_396406.7	NA
LOC412956	XP_006569299.1	ORTHOMCL1812	Amel	XM_006569236.3	NonCanon
LOC412959	XP_016769197.2	ORTHOMCL730	Amel	XM_016913708.2	NA
LOC412960	XP_396411.5	ORTHOMCL1076	Amel	XM_396411.7	NA
LOC412961	XP_006561689.2	ORTHOMCL3484	Amel	XM_006561626.3	NA
LOC412965	XP_006564807.1	ORTHOMCL5262	Amel	XM_006564744.3	NA
LOC412966	XP_016767570.2	ORTHOMCL3161	Amel	XM_016912081.2	NA
LOC412968	XP_006564803.2	ORTHOMCL5670	Amel	XM_006564740.3	NA
LOC412969	XP_006564801.1	ORTHOMCL7991	Amel	XM_006564738.3	NA
LOC412972	XP_396423.3	ORTHOMCL4810	Amel	XM_396423.7	NA
LOC412975	XP_396426.5	ORTHOMCL5691	Amel	XM_396426.7	NA
LOC412976	XP_006566028.2	ORTHOMCL3828	Amel	XM_006565965.3	NA
LOC412979	XP_396430.1	ORTHOMCL2017	Amel	XM_396430.5	NA
LOC412984	XP_396435.3	ORTHOMCL5043	Amel	XM_396435.7	NA
LOC412985	XP_396436.3	ORTHOMCL4473	Amel	XM_396436.7	NA
LOC412986	NP_001177850.1	ORTHOMCL3643	Amel	NM_001190921.1	NA
LOC412994	XP_006557730.1	ORTHOMCL769	Amel	XM_006557667.3	NA
LOC412996	XP_396447.3	ORTHOMCL3351	Amel	XM_396447.6	NonCanon
LOC412997	XP_396448.1	ORTHOMCL4124	Amel	XM_396448.5	NA
LOC413000	XP_396451.2	ORTHOMCL671	Amel	XM_396451.7	NA
LOC413001	XP_006567802.2	ORTHOMCL1585	Amel	XM_006567739.3	NA
LOC413002	XP_006558275.1	ORTHOMCL1673	Amel	XM_006558212.3	NA
LOC413005	XP_016768186.1	ORTHOMCL6027	Amel	XM_016912697.2	NA
LOC413006	XP_006563816.1	ORTHOMCL4198	Amel	XM_006563753.3	NonCanon
LOC413011	XP_396462.2	ORTHOMCL5089	Amel	XM_396462.7	NonCanon
LOC413012	XP_026296675.1	ORTHOMCL459	Amel	XM_026440890.1	NA
LOC413014	XP_396465.2	ORTHOMCL6333	Amel	XM_396465.6	NA
LOC413018	XP_006571185.1	ORTHOMCL236	Amel	XM_006571122.3	NA
LOC413020	XP_026296685.1	ORTHOMCL6114	Amel	XM_026440900.1	NA
LOC413021	XP_006562247.2	ORTHOMCL4666	Amel	XM_006562184.3	NA
LOC413023	XP_026294824.1	ORTHOMCL8155	Amel	XM_026439039.1	NonCanon
LOC413024	XP_026297477.1	ORTHOMCL1690	Amel	XM_026441692.1	NA
LOC413025	XP_016767886.2	ORTHOMCL196	Amel	XM_016912397.2	NA
LOC413029	XP_006559524.1	ORTHOMCL7608	Amel	XM_006559461.3	NA
LOC413030	XP_396481.3	ORTHOMCL318	Amel	XM_396481.6	NonCanon
LOC413032	XP_006560758.1	ORTHOMCL6211	Amel	XM_006560695.3	NonCanon
LOC413034	XP_006560763.1	ORTHOMCL2661	Amel	XM_006560700.3	NA
LOC413036	XP_006560766.2	ORTHOMCL5393	Amel	XM_006560703.3	NA
LOC413040	XP_016768310.1	ORTHOMCL795	Amel	XM_016912821.2	NA
LOC413046	XP_003251652.1	ORTHOMCL6857	Amel	XM_003251604.4	NA
LOC413047	XP_006568129.2	ORTHOMCL8263	Amel	XM_006568066.3	NonCanon
LOC413051	XP_396502.5	ORTHOMCL2814	Amel	XM_396502.7	NA
LOC413052	XP_396503.5	ORTHOMCL1065	Amel	XM_396503.7	NA
LOC413053	XP_396504.1	ORTHOMCL6502	Amel	XM_396504.7	NA
LOC413054	XP_026299686.1	ORTHOMCL6222	Amel	XM_026443901.1	NA
LOC413055	XP_396506.4	ORTHOMCL7483	Amel	XM_396506.7	NA
LOC413056	XP_026302052.1	ORTHOMCL528	Amel	XM_026446267.1	NA
LOC413060	XP_396511.3	ORTHOMCL6278	Amel	XM_396511.7	NA
