	pvalue	GeneID	name	source	TranscriptID	Class	Desc	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
ORTHOMCL884	0.034	LOC410498	XP_016771769.1	Amel	XM_016916280.2	Background		1	1	2	1	4	1	1	1	2	2	2
ORTHOMCL885	0.0	LOC552676	XP_026296965.1	Amel	XM_026441180.1	Background		1	1	1	6	3	1	1	1	1	1	1
ORTHOMCL888	0.002	LOC727254	XP_016771643.1	Amel	XM_016916154.2	Background		1	1	1	1	1	1	1	1	1	1	8
ORTHOMCL891	0.002	LOC726407	XP_001120691.3	Amel	XM_001120691.5	Background		1	1	1	1	2	1	7	1	1	1	1
ORTHOMCL893	0.013000000000000001	LOC551593	XP_623988.1	Amel	XM_623985.6	Background		1	1	2	1	4	1	2	1	1	1	3
ORTHOMCL894	0.001	LOC725105	XP_026301916.1	Amel	XM_026446131.1	Background		1	1	1	1	1	1	8	1	1	1	1
ORTHOMCL897	0.0	LOC100578611	XP_026295085.1	Amel	XM_026439300.1	Background		1	1	7	3	0	1	1	1	1	1	1
ORTHOMCL899	0.002	LOC726841	XP_016767597.1	Amel	XM_016912108.2	Background		1	1	2	5	2	1	1	1	1	1	2
ORTHOMCL904	0.032	LOC410013	XP_393500.1	Amel	XM_393500.7	Background		1	1	4	3	1	1	1	2	1	1	2
ORTHOMCL905	0.002	LOC100577091	XP_026300389.1	Amel	XM_026444604.1	Background		1	1	1	3	3	1	2	1	3	1	1
ORTHOMCL908	0.0	LOC725854	XP_001121653.2	Amel	XM_001121653.5	Background		1	1	1	4	3	3	1	1	1	1	1
ORTHOMCL911	0.0	LOC724646	XP_006560279.2	Amel	XM_006560216.3	Background		1	1	1	6	2	1	1	1	1	1	2
ORTHOMCL912	0.006	LOC409593	XP_393096.3	Amel	XM_393096.7	Background		1	1	1	1	8	1	1	1	1	1	1
ORTHOMCL913	0.044000000000000004	LOC412172	XP_006566350.1	Amel	XM_006566287.3	Background		1	1	4	4	2	1	1	1	1	1	1
ORTHOMCL914	0.002	LOC107964633	XP_026297195.1	Amel	XM_026441410.1	Background		0	2	2	3	3	2	1	2	1	1	1
ORTHOMCL915	0.032	LOC725901	XP_016769109.1	Amel	XM_016913620.2	Background		0	1	2	2	2	1	3	2	1	1	3
ORTHOMCL923	0.0	Nipped-B	NP_001242963.1	Amel	NM_001256034.1	Background		6	1	1	1	1	1	1	1	1	1	2
ORTHOMCL925	0.0	LOC410151	XP_393635.1	Amel	XM_393635.6	Background		4	1	1	3	2	1	1	1	1	1	1
ORTHOMCL926	0.0	LOC412778	XP_396231.4	Amel	XM_396231.6	Background		2	1	5	1	1	1	1	1	1	2	1
ORTHOMCL930	0.0	LOC408346	XP_391898.1	Amel	XM_391898.7	Background		1	1	1	6	2	1	1	1	1	1	1
ORTHOMCL931	0.0	LOC726450	XP_006557455.1	Amel	XM_006557392.2	Background		7	1	1	1	1	1	1	1	1	1	1
ORTHOMCL936	0.01	LOC551595	XP_026294750.1	Amel	XM_026438965.1	Background		3	1	1	1	4	1	1	1	1	1	2
ORTHOMCL937	0.031	LOC725682	XP_001121499.3	Amel	XM_001121499.5	Background		2	1	1	1	4	1	1	1	1	1	3
ORTHOMCL939	0.002	LOC410222	XP_006564538.1	Amel	XM_006564475.3	Background		3	1	1	2	2	1	1	1	1	1	3
ORTHOMCL944	0.002	LOC409956	XP_393447.2	Amel	XM_393447.7	Background		1	1	1	2	1	5	1	1	1	2	1
ORTHOMCL945	0.001	LOC724563	XP_001120452.2	Amel	XM_001120452.5	Background		2	1	1	4	1	1	2	1	1	1	2
ORTHOMCL947	0.002	LOC412455	XP_026301494.1	Amel	XM_026445709.1	Background		1	1	2	5	2	1	1	1	1	1	1
ORTHOMCL952	0.002	LOC412431	XP_006562424.1	Amel	XM_006562361.3	Background		1	1	1	2	1	1	1	1	1	1	6
ORTHOMCL954	0.037000000000000005	LOC412401	XP_026296468.1	Amel	XM_026440683.1	Background		2	1	2	3	2	1	1	1	1	1	2
ORTHOMCL956	0.002	LOC552771	XP_625149.1	Amel	XM_625146.6	Background		4	1	1	1	2	1	3	1	1	1	1
ORTHOMCL960	0.034	LOC726408	XP_003250898.1	Amel	XM_003250850.4	Background		3	1	2	2	2	1	1	1	1	1	2
ORTHOMCL962	0.043	LOC409729	XP_016767587.2	Amel	XM_016912098.2	Background		1	1	1	1	5	2	1	1	1	2	1
ORTHOMCL963	0.036000000000000004	LOC410201	XP_393684.4	Amel	XM_393684.7	Background		1	1	3	4	1	2	1	1	1	1	1
ORTHOMCL967	0.01	LOC724913	XP_026299979.1	Amel	XM_026444194.1	Background		2	1	2	1	3	1	1	1	1	1	3
ORTHOMCL968	0.043	LOC408976	XP_026298792.1	Amel	XM_026443007.1	Background		2	1	2	1	2	1	1	2	1	1	3
ORTHOMCL971	0.024	LOC724537	XP_016767761.1	Amel	XM_016912272.2	Background		1	1	2	3	4	1	1	1	1	1	1
ORTHOMCL974	0.015	LOC724647	XP_026301211.1	Amel	XM_026445426.1	Background		2	1	2	2	1	1	0	2	2	1	3
ORTHOMCL975	0.004	LOC413366	XP_006564252.1	Amel	XM_006564189.3	Background		2	1	1	2	1	1	2	1	1	1	4
ORTHOMCL976	0.002	LOC410297	XP_393778.2	Amel	XM_393778.5	Background		1	1	1	4	2	1	2	1	1	1	2
ORTHOMCL978	0.017	LOC551111	XP_006571183.1	Amel	XM_006571120.2	Background		2	1	2	2	4	1	1	1	1	1	1
ORTHOMCL980	0.011000000000000001	LOC100576169	XP_003251700.2	Amel	XM_003251652.4	Background		2	1	1	2	4	1	1	1	1	1	2
ORTHOMCL981	0.011000000000000001	LOC413368	XP_026296917.1	Amel	XM_026441132.1	Background		1	1	2	1	3	1	1	1	2	3	1
ORTHOMCL982	0.042	LOC410792	XP_006568802.1	Amel	XM_006568739.3	Background		2	1	3	3	1	1	2	1	1	1	1
ORTHOMCL983	0.024	LOC413711	XP_016767764.1	Amel	XM_016912275.2	Background		1	1	1	1	7	1	1	1	1	1	1
ORTHOMCL984	0.049	LOC100577410	XP_016767801.2	Amel	XM_016912312.2	Background		1	1	4	3	2	1	1	1	1	1	1
ORTHOMCL988	0.02	LOC409092	XP_016766390.1	Amel	XM_016910901.1	Background		1	1	2	2	1	1	1	1	1	1	5
ORTHOMCL995	0.04	LOC412835	XP_026298037.1	Amel	XM_026442252.1	Background		2	1	3	2	1	2	1	1	1	1	2
ORTHOMCL1000	0.037000000000000005	Psq	NP_001011602.1	Amel	NM_001011602.1	Background		2	1	2	3	2	1	1	1	1	1	2
ORTHOMCL1001	0.006	LOC100578685	XP_016771361.2	Amel	XM_016915872.2	Background		2	2	2	1	1	2	1	1	0	1	4
ORTHOMCL1009	0.034	LOC409578	XP_006560280.1	Amel	XM_006560217.3	Background		1	1	2	3	3	1	2	1	1	1	1
ORTHOMCL1010	0.008	LOC100578257	XP_026296957.1	Amel	XM_026441172.1	Background		2	1	1	3	2	1	1	1	2	1	2
ORTHOMCL1011	0.027000000000000003	LOC550748	XP_006560619.1	Amel	XM_006560556.3	Background		1	1	5	3	1	1	1	1	1	1	1
ORTHOMCL1014	0.0	LOC100576700	XP_006558615.1	Amel	XM_006558552.3	Background		2	1	2	5	1	1	1	2	1	0	1
ORTHOMCL1017	0.0	LOC412354	XP_016770882.2	Amel	XM_016915393.2	Background		2	1	0	4	2	1	1	1	1	1	3
ORTHOMCL1021	0.0	LOC410080	XP_393567.3	Amel	XM_393567.6	Background		1	1	1	6	1	1	1	1	1	1	2
ORTHOMCL1022	0.049	LOC413252	XP_396698.3	Amel	XM_396698.7	Background		1	1	1	3	2	2	2	1	1	1	2
ORTHOMCL1024	0.02	LOC100576919	XP_003251907.2	Amel	XM_003251859.4	Background		1	1	1	2	3	1	1	1	1	1	4
ORTHOMCL1025	0.0	LOC726546	XP_026299240.1	Amel	XM_026443455.1	Background		3	1	1	4	2	0	1	1	1	2	1
ORTHOMCL1028	0.001	LOC724358	XP_006561898.2	Amel	XM_006561835.3	Background		1	1	1	4	1	1	1	1	2	3	1
ORTHOMCL1035	0.006999999999999999	LOC409970	XP_006571068.1	Amel	XM_006571005.3	Background		1	1	1	1	1	1	6	2	1	1	1
ORTHOMCL1039	0.012	LOC409300	XP_026300757.1	Amel	XM_026444972.1	Background		3	1	1	1	2	3	2	1	1	1	1
ORTHOMCL1043	0.005	LOC414029	XP_397465.5	Amel	XM_397465.7	Background		2	1	1	1	1	1	5	1	1	1	2
ORTHOMCL1045	0.01	LOC552308	XP_026299659.1	Amel	XM_026443874.1	Background		2	1	2	1	1	2	1	1	1	1	4
ORTHOMCL1050	0.036000000000000004	LOC100577836	XP_026301304.1	Amel	XM_026445519.1	Background		1	1	3	4	1	1	1	1	1	1	2
ORTHOMCL1051	0.0	LOC113218543	XP_026298587.1	Amel	XM_026442802.1	Background		1	3	1	1	1	0	5	1	0	1	3
ORTHOMCL1052	0.027000000000000003	LOC412913	XP_396365.1	Amel	XM_396365.4	Background		1	1	3	5	1	1	1	1	1	1	1
ORTHOMCL1055	0.0	LOC100578420	XP_003249819.2	Amel	XM_003249771.4	Background		1	1	1	6	1	1	2	1	1	1	1
ORTHOMCL1057	0.015	LOC413613	XP_397055.1	Amel	XM_397055.7	Background		1	1	3	3	3	0	1	2	1	1	1
ORTHOMCL1059	0.031	LOC409184	XP_003250890.1	Amel	XM_003250842.3	Background		3	1	2	2	2	1	2	1	0	1	2
ORTHOMCL1061	0.006999999999999999	LOC410108	XP_016770728.1	Amel	XM_016915239.2	Background		2	1	2	1	2	1	1	1	1	1	4
ORTHOMCL1068	0.012	LOC551822	XP_624210.1	Amel	XM_624207.6	Background		1	1	1	2	3	1	1	4	1	1	1
ORTHOMCL1069	0.002	LOC409717	XP_006570165.2	Amel	XM_006570102.3	Background		1	1	1	2	1	6	1	1	1	1	1
ORTHOMCL1072	0.001	LOC551519	XP_623917.2	Amel	XM_623914.6	Background		1	1	1	4	4	1	1	1	1	1	1
ORTHOMCL1074	0.002	LOC408574	XP_392116.3	Amel	XM_392116.7	Background		2	1	4	1	1	1	1	2	1	1	2
ORTHOMCL1075	0.009000000000000001	LOC725651	XP_001121473.2	Amel	XM_001121473.5	Background		1	1	1	1	1	1	1	1	1	1	7
ORTHOMCL1076	0.009000000000000001	LOC412960	XP_396411.5	Amel	XM_396411.7	Background		1	1	1	1	1	1	1	1	1	1	7
ORTHOMCL1079	0.042	LOC408352	XP_006566401.1	Amel	XM_006566338.3	Background		1	1	1	2	4	1	2	1	1	1	2
ORTHOMCL1080	0.0	LOC551671	XP_026296199.1	Amel	XM_026440414.1	Background		1	1	2	5	1	1	2	1	1	0	2
ORTHOMCL1081	0.004	LOC100578300	XP_006568709.1	Amel	XM_006568646.3	Background		2	1	2	2	1	1	2	0	1	1	4
ORTHOMCL1083	0.022000000000000002	LOC409093	XP_016770143.1	Amel	XM_016914654.2	Background		2	1	1	2	2	3	1	2	1	1	1
ORTHOMCL1086	0.0	LOC411618	XP_006562040.1	Amel	XM_006561977.3	Background		1	1	5	1	3	1	1	1	1	1	1
ORTHOMCL1087	0.009000000000000001	LOC552728	XP_026299198.1	Amel	XM_026443413.1	Background		1	1	1	1	1	1	1	1	1	1	7
ORTHOMCL1088	0.024	LOC413942	XP_397379.4	Amel	XM_397379.7	Background		1	1	1	1	7	1	1	1	1	1	1
ORTHOMCL1090	0.004	LOC409325	XP_026298339.1	Amel	XM_026442554.1	Background		1	1	1	1	2	1	6	1	1	1	1
ORTHOMCL1091	0.036000000000000004	LOC552555	XP_624934.1	Amel	XM_624931.6	Background		1	1	1	2	1	3	1	1	1	1	4
ORTHOMCL1092	0.024	LOC551185	XP_623581.2	Amel	XM_623578.5	Background		1	1	3	2	4	1	1	1	1	1	1
ORTHOMCL1097	0.002	LOC102654791	XP_016769618.2	Amel	XM_016914129.2	Background		1	1	1	3	1	1	3	3	1	1	1
ORTHOMCL1098	0.027000000000000003	LOC413551	XP_396993.3	Amel	XM_396993.7	Background		1	1	3	5	1	1	1	1	1	1	1
ORTHOMCL1101	0.034	LOC551535	XP_623933.1	Amel	XM_623930.5	Background		1	1	1	1	2	1	1	1	1	1	6
ORTHOMCL1103	0.036000000000000004	LOC412636	XP_006570055.1	Amel	XM_006569992.3	Background		1	1	3	4	1	1	1	1	1	1	2
ORTHOMCL1104	0.049	LOC552402	XP_026296587.1	Amel	XM_026440802.1	Background		1	1	3	4	2	1	1	1	1	1	1
ORTHOMCL1105	0.013000000000000001	LOC413875	XP_397314.1	Amel	XM_397314.7	Background		1	1	1	2	2	2	4	1	1	1	1
ORTHOMCL1106	0.0	LOC100577912	XP_026301333.1	Amel	XM_026445548.1	Background		1	1	4	1	1	1	1	1	1	1	4
ORTHOMCL1107	0.002	LOC411277	XP_006564715.2	Amel	XM_006564652.3	Background		1	1	3	1	1	1	3	1	2	2	1
ORTHOMCL1108	0.0	LOC410808	XP_394284.2	Amel	XM_394284.5	Background		0	1	3	2	5	2	1	1	1	1	0
ORTHOMCL1115	0.0	sGCbeta-3	NP_001012645.1	Amel	NM_001012627.1	Background		2	1	5	1	1	1	1	1	1	1	1
ORTHOMCL1118	0.001	LOC411974	XP_395441.2	Amel	XM_395441.7	Background		4	1	1	3	1	1	1	1	1	1	1
ORTHOMCL1120	0.013000000000000001	LOC724715	XP_001120606.1	Amel	XM_001120606.5	Background		1	1	1	2	1	1	1	1	1	1	5
ORTHOMCL1121	0.002	LOC727350	XP_026302278.1	Amel	XM_026446493.1	Background		1	1	4	1	3	1	1	1	1	1	1
ORTHOMCL1122	0.001	LOC100578662	XP_016772581.1	Amel	XM_016917092.2	Background		1	1	2	2	1	1	0	0	1	2	5
ORTHOMCL1123	0.006999999999999999	LOC100578132	XP_026299135.1	Amel	XM_026443350.1	Background		4	1	2	2	1	1	1	1	1	1	1
ORTHOMCL1128	0.023	LOC726265	XP_006562885.1	Amel	XM_006562822.3	Background		2	1	2	3	1	1	1	1	1	1	2
ORTHOMCL1130	0.015	LOC409658	XP_393156.5	Amel	XM_393156.7	Background		3	1	1	1	1	1	1	2	2	2	1
ORTHOMCL1133	0.002	LOC408579	XP_016772668.1	Amel	XM_016917179.2	Background		3	1	2	1	1	1	3	1	1	1	1
ORTHOMCL1138	0.009000000000000001	LOC412320	XP_395781.2	Amel	XM_395781.7	Background		2	1	4	2	1	1	1	1	1	1	1
ORTHOMCL1139	0.027000000000000003	LOC102656685	XP_026298836.1	Amel	XM_026443051.1	Background		2	1	2	3	2	1	1	1	1	1	1
ORTHOMCL1142	0.004	LOC552659	XP_625038.2	Amel	XM_625035.5	Background		1	1	3	1	1	1	1	1	1	1	4
ORTHOMCL1145	0.023	LOC411173	XP_026297144.1	Amel	XM_026441359.1	Background		3	1	2	2	2	1	1	1	1	1	1
ORTHOMCL1148	0.005	LOC408966	XP_026297956.1	Amel	XM_026442171.1	Background		3	1	2	1	2	2	1	1	1	1	1
ORTHOMCL1150	0.032	LOC412234	XP_395696.2	Amel	XM_395696.7	Background		1	1	1	1	1	1	1	1	1	1	6
ORTHOMCL1151	0.0	LOC726379	XP_016768466.1	Amel	XM_016912977.2	Background		6	1	1	1	1	1	1	2	1	1	0
ORTHOMCL1154	0.006999999999999999	LOC410727	XP_394204.2	Amel	XM_394204.5	Background		1	1	3	1	3	1	2	1	1	1	1
ORTHOMCL1156	0.0	LOC727193	XP_026299638.1	Amel	XM_026443853.1	Background		5	3	2	1	1	0	0	3	1	0	0
ORTHOMCL1157	0.02	LOC726423	XP_006562517.1	Amel	XM_006562454.3	Background		2	1	2	1	1	1	1	2	1	1	3
ORTHOMCL1158	0.02	LOC552364	XP_026294637.1	Amel	XM_026438852.1	Background		1	1	1	3	3	1	1	1	1	1	2
ORTHOMCL1160	0.002	LOC725283	XP_001121151.3	Amel	XM_001121151.5	Background		2	1	2	1	1	1	1	2	1	0	4
ORTHOMCL1162	0.023	LOC409573	XP_006558328.1	Amel	XM_006558265.3	Background		2	1	3	2	1	1	1	1	1	1	2
ORTHOMCL1167	0.006999999999999999	LOC411213	XP_394687.3	Amel	XM_394687.6	Background		3	1	3	2	1	1	1	1	1	1	1
ORTHOMCL1168	0.006999999999999999	LOC100576247	XP_006559289.1	Amel	XM_006559226.3	Background		1	1	1	3	3	1	2	1	1	1	1
ORTHOMCL1171	0.023	LOC408917	XP_392445.3	Amel	XM_392445.7	Background		3	1	2	2	2	1	1	1	1	1	1
ORTHOMCL1173	0.002	LOC113218991	XP_026298549.1	Amel	XM_026442764.1	Background		1	1	1	3	2	1	0	1	1	1	4
ORTHOMCL1174	0.006	LOC100576671	XP_006558576.2	Amel	XM_006558513.3	Background		3	1	1	1	1	1	1	1	1	1	4
ORTHOMCL1175	0.047	LOC726904	XP_026299799.1	Amel	XM_026444014.1	Background		1	1	2	3	1	1	1	1	1	1	3
ORTHOMCL1180	0.049	LOC409818	XP_026296730.1	Amel	XM_026440945.1	Background		2	1	1	2	1	1	1	2	2	2	1
ORTHOMCL1183	0.001	LOC408283	XP_026298928.1	Amel	XM_026443143.1	Background		3	1	1	1	1	1	3	0	1	1	3
ORTHOMCL1189	0.025	LOC100576506	XP_026295325.1	Amel	XM_026439540.1	Background		1	1	2	4	1	1	1	1	1	1	2
ORTHOMCL1190	0.002	LOC552284	XP_006568569.2	Amel	XM_006568506.3	Background		4	1	1	1	1	1	1	1	1	1	3
ORTHOMCL1191	0.008	LOC100576948	XP_026297445.1	Amel	XM_026441660.1	Background		1	1	1	2	4	0	2	1	1	1	2
ORTHOMCL1192	0.006	LOC724474	XP_001120336.2	Amel	XM_001120336.5	Background		1	1	4	1	2	1	1	1	1	1	2
ORTHOMCL1193	0.019	LOC552560	XP_624939.1	Amel	XM_624936.6	Background		3	1	1	1	2	1	1	1	1	1	3
ORTHOMCL1194	0.002	LOC726703	XP_006569978.1	Amel	XM_006569915.3	Background		1	1	0	1	7	1	1	1	1	1	1
ORTHOMCL1196	0.001	LOC100576439	XP_026298731.1	Amel	XM_026442946.1	Background		1	1	1	5	1	1	1	2	1	1	1
ORTHOMCL1198	0.002	LOC411099	XP_006567884.1	Amel	XM_006567821.3	Background		2	1	1	3	1	3	1	1	1	1	1
ORTHOMCL1199	0.0	LOC113218540	XP_026300967.1	Amel	XM_026445182.1	Background		1	2	2	5	1	1	1	1	1	1	0
ORTHOMCL1200	0.001	LOC552750	XP_026301314.1	Amel	XM_026445529.1	Background		1	1	1	5	2	1	1	1	1	1	1
ORTHOMCL1202	0.027000000000000003	LOC726130	XP_006564066.2	Amel	XM_006564003.3	Background		2	1	3	2	2	1	1	1	1	1	1
ORTHOMCL1204	0.021	LOC410805	XP_016773612.1	Amel	XM_016918123.2	Background		1	1	2	1	4	1	2	1	1	1	1
ORTHOMCL1205	0.004	LOC724999	XP_001120901.3	Amel	XM_001120901.5	Background		1	1	4	2	2	1	1	1	1	0	2
ORTHOMCL1206	0.001	LOC409501	XP_016772010.2	Amel	XM_016916521.2	Background		4	1	1	2	1	2	1	1	1	1	1
ORTHOMCL1208	0.006999999999999999	LOC727142	XP_001122855.3	Amel	XM_001122855.5	Background		1	1	3	1	1	1	2	1	1	1	3
ORTHOMCL1212	0.047	LOC552710	XP_006558713.1	Amel	XM_006558650.3	Background		1	1	3	2	1	1	1	1	1	1	3
ORTHOMCL1213	0.024	LOC408721	XP_392256.2	Amel	XM_392256.7	Background		1	1	2	4	1	2	1	1	1	1	1
ORTHOMCL1221	0.004	LOC412599	XP_396054.1	Amel	XM_396054.7	Background		1	1	3	1	1	1	1	1	1	1	4
ORTHOMCL1222	0.031	LOC100578068	XP_003249615.1	Amel	XM_003249567.4	Background		2	1	1	1	1	1	1	3	2	2	1
ORTHOMCL1223	0.011000000000000001	Cry2	NP_001077099.1	Amel	NM_001083630.1	Background		1	1	2	5	1	1	1	1	1	1	1
ORTHOMCL1226	0.013000000000000001	LOC724380	XP_001120215.2	Amel	XM_001120215.5	Background		2	1	1	1	1	1	1	1	1	1	5
ORTHOMCL1232	0.03	LOC409949	XP_006569379.1	Amel	XM_006569316.3	Background		1	1	2	4	2	1	1	1	1	1	1
ORTHOMCL1233	0.049	LOC725294	XP_026294901.1	Amel	XM_026439116.1	Background		1	1	2	1	1	1	1	1	2	3	2
ORTHOMCL1234	0.013000000000000001	LOC412468	XP_026296435.1	Amel	XM_026440650.1	Background		2	1	1	1	1	1	1	1	1	1	5
ORTHOMCL1239	0.038	LOC411857	XP_395324.2	Amel	XM_395324.7	Background		1	1	3	2	1	1	3	1	1	1	1
ORTHOMCL1242	0.027000000000000003	LOC411018	XP_016767122.2	Amel	XM_016911633.2	Background		2	1	1	1	2	1	1	1	2	3	1
ORTHOMCL1249	0.001	LOC551515	XP_006560678.1	Amel	XM_006560615.3	Background		1	1	1	5	1	2	1	1	1	1	1
ORTHOMCL1250	0.034	LOC100576248	XP_026300423.1	Amel	XM_026444638.1	Background		1	1	4	4	1	0	1	1	1	1	1
ORTHOMCL1252	0.015	LOC408821	XP_016767602.2	Amel	XM_016912113.2	Background		1	1	3	1	2	1	1	1	1	1	3
ORTHOMCL1254	0.03	LOC410617	XP_016772224.1	Amel	XM_016916735.2	Background		1	1	2	4	2	1	1	1	1	1	1
ORTHOMCL1260	0.02	LOC726443	XP_026299730.1	Amel	XM_026443945.1	Background		2	1	2	1	2	1	1	1	1	1	3
ORTHOMCL1262	0.035	LOC724994	XP_026302096.1	Amel	XM_026446311.1	Background		2	1	2	2	2	1	3	1	0	1	1
ORTHOMCL1265	0.043	LOC113219245	XP_026301032.1	Amel	XM_026445247.1	Background		1	2	1	1	3	1	1	1	3	1	1
ORTHOMCL1266	0.015	LOC551529	XP_006571082.1	Amel	XM_006571019.3	Background		2	1	1	2	1	1	1	3	1	1	2
ORTHOMCL1267	0.006	LOC100576612	XP_026301335.1	Amel	XM_026445550.1	Background		2	1	1	2	1	1	1	1	1	1	4
ORTHOMCL1269	0.038	LOC408324	NP_001229362.1	Amel	NM_001242433.1	Background		1	1	2	3	1	1	3	1	1	1	1
ORTHOMCL1271	0.03	Eaat-2	NP_001011597.1	Amel	NM_001011597.1	Background		2	1	2	3	1	1	2	1	1	1	1
ORTHOMCL1276	0.034	LOC410730	XP_006568607.1	Amel	XM_006568544.3	Background		1	1	1	1	3	1	4	1	1	1	1
ORTHOMCL1277	0.031	LOC550665	XP_623063.1	Amel	XM_623060.6	Background		1	1	1	2	1	1	1	1	5	1	1
ORTHOMCL1280	0.001	LOC107964998	XP_016769595.2	Amel	XM_016914106.2	Background		1	1	5	1	2	1	1	1	1	1	1
ORTHOMCL1281	0.049	MARCH6	NP_001229387.1	Amel	NM_001242458.1	Background		1	1	1	2	2	1	1	1	1	1	4
ORTHOMCL1293	0.012	LOC726153	XP_016771806.1	Amel	XM_016916317.2	Background		1	1	1	2	1	1	4	1	1	2	1
ORTHOMCL1296	0.032	LOC411805	XP_395272.4	Amel	XM_395272.6	Background		1	1	1	1	1	1	1	1	1	1	6
ORTHOMCL1299	0.025	LOC412661	XP_623593.1	Amel	XM_623590.5	Background		1	1	2	4	1	1	1	1	1	1	2
ORTHOMCL1304	0.047	LOC100576286	XP_026299728.1	Amel	XM_026443943.1	Background		2	1	2	1	1	1	1	1	2	2	2
ORTHOMCL1305	0.0	LOC107965774	XP_026294820.1	Amel	XM_026439035.1	Background		1	1	1	2	1	0	0	1	1	1	7
ORTHOMCL1325	0.0	LOC726400	XP_001122142.3	Amel	XM_001122142.5	Background		1	1	1	6	1	1	1	1	1	1	1
ORTHOMCL1327	0.004	Vamp7	NP_001229456.1	Amel	NM_001242527.1	Background		1	1	3	3	1	1	1	2	0	0	3
ORTHOMCL1328	0.011000000000000001	LOC412655	XP_006568074.2	Amel	XM_006568011.3	Background		1	1	2	5	1	1	1	1	1	1	1
ORTHOMCL1329	0.015	LOC100578957	XP_026300638.1	Amel	XM_026444853.1	Background		1	1	1	1	1	3	3	1	0	1	3
ORTHOMCL1330	0.047	LOC100576433	XP_003250740.3	Amel	XM_003250692.4	Background		1	1	3	2	1	1	1	1	1	1	3
ORTHOMCL1338	0.047	LOC552550	XP_026298087.1	Amel	XM_026442302.1	Background		1	1	2	3	1	1	1	1	1	1	3
ORTHOMCL1339	0.032	LOC410041	XP_026297487.1	Amel	XM_026441702.1	Background		1	1	1	1	1	1	1	1	1	1	6
ORTHOMCL1340	0.047	LOC724861	XP_016768386.1	Amel	XM_016912897.2	Background		1	1	2	3	1	1	1	1	1	1	3
ORTHOMCL1341	0.032	LOC411204	XP_006567338.1	Amel	XM_006567275.3	Background		1	1	1	1	1	1	1	1	1	1	6
ORTHOMCL1342	0.03	LOC409005	XP_392534.3	Amel	XM_392534.7	Background		1	1	1	1	1	1	5	2	1	1	1
ORTHOMCL1343	0.011000000000000001	LOC413686	XP_397127.5	Amel	XM_397127.6	Background		1	1	1	1	1	2	4	3	0	1	1
ORTHOMCL1347	0.0	LOC113218609	XP_026294993.1	Amel	XM_026439208.1	Background		0	1	1	0	1	5	1	1	1	0	5
ORTHOMCL1360	0.042	LOC725860	XP_006561226.1	Amel	XM_006561163.3	Background		1	1	2	1	2	1	3	1	1	1	1
ORTHOMCL1361	0.002	LOC551688	XP_026302239.1	Amel	XM_026446454.1	Background		4	1	1	1	2	1	1	1	1	0	2
ORTHOMCL1363	0.02	LOC413858	XP_006560560.2	Amel	XM_006560497.3	Background		3	1	1	1	1	3	1	1	1	1	1
ORTHOMCL1367	0.032	LOC411362	XP_394836.5	Amel	XM_394836.7	Background		2	1	1	1	1	4	1	1	1	1	1
ORTHOMCL1374	0.042	LOC408706	XP_623199.2	Amel	XM_623196.5	Background		2	1	2	1	1	2	1	2	1	1	1
ORTHOMCL1378	0.0	LOC102655047	XP_016769365.2	Amel	XM_016913876.2	Background		2	1	0	2	1	3	2	1	2	0	1
ORTHOMCL1380	0.009000000000000001	LOC725733	XP_006567964.2	Amel	XM_006567901.3	Background		4	1	1	1	2	1	1	1	1	1	1
ORTHOMCL1383	0.009000000000000001	LOC409655	XP_016772462.1	Amel	XM_016916973.2	Background		1	1	1	4	1	1	1	1	1	2	1
ORTHOMCL1385	0.013000000000000001	LOC100576958	XP_016772312.2	Amel	XM_016916823.2	Background		2	1	3	1	1	1	1	1	1	2	1
ORTHOMCL1394	0.0	LOC100577073	XP_006570344.1	Amel	XM_006570281.3	Background		4	1	2	0	2	1	1	1	1	1	1
ORTHOMCL1402	0.008	LOC552497	XP_026301842.1	Amel	XM_026446057.1	Background		3	1	1	2	2	1	1	1	1	1	1
ORTHOMCL1405	0.006999999999999999	LOC410216	XP_393699.3	Amel	XM_393699.7	Background		2	1	3	1	1	2	1	1	1	1	1
ORTHOMCL1406	0.002	LOC551162	XP_006562473.1	Amel	XM_006562410.3	Background		3	1	3	1	1	1	1	1	1	1	1
ORTHOMCL1407	0.017	Ripk5	NP_001071281.1	Amel	NM_001077813.1	Background		1	1	1	3	1	3	1	1	1	1	1
ORTHOMCL1412	0.048	LOC409759	XP_026299383.1	Amel	XM_026443598.1	Background		1	1	2	2	1	0	1	1	1	2	3
ORTHOMCL1413	0.002	LOC100577787	XP_026294905.1	Amel	XM_026439120.1	Background		2	2	3	2	0	2	1	1	1	0	1
ORTHOMCL1414	0.03	LOC413833	XP_006564430.1	Amel	XM_006564367.2	Background		1	1	1	1	5	2	1	1	1	1	0
ORTHOMCL1420	0.009000000000000001	LOC410865	XP_016766286.1	Amel	XM_016910797.2	Background		1	1	1	4	1	1	1	1	1	2	1
ORTHOMCL1423	0.043	LOC724299	XP_026295003.1	Amel	XM_026439218.1	Background		2	1	1	2	2	1	1	1	1	2	1
ORTHOMCL1429	0.002	LOC411845	XP_026298726.1	Amel	XM_026442941.1	Background		1	1	1	5	1	1	1	1	1	1	1
